oln	contact_density
b3697	3.9225
b2010	3.7610
b0761	3.4922
b4161	3.8546
b4162	3.8278
b2261	3.8006
b2262	3.6982
b2265	3.9907
b2264	4.8004
b0492	3.6206
b2268	3.6961
b2183	3.2863
b2185	3.9681
b1200	4.0268
b2187	3.0000
b3741	3.9115
b3740	3.6114
b0126	3.5841
b3742	4.4626
b3744	3.8415
b0088	3.8506
b0086	3.7950
b0085	3.9396
b2614	3.1646
b0082	3.8587
b2340	3.7949
b0080	3.8043
b2009	3.4516
b2165	4.0293
b2162	4.0324
b0261	3.9965
b3429	4.0503
b2004	3.3761
b0268	3.9698
b3302	3.3448
b3847	3.9274
b3844	3.7035
b0061	3.8430
b3843	3.6908
b0062	3.7590
b2988	3.8631
b1881	3.1017
b1882	4.3488
b3965	3.7263
b0068	3.8929
b3967	4.0261
b3966	3.7078
b0048	4.3836
b4349	3.6692
b2528	2.9794
b0723	4.1582
b3789	3.5430
b3342	3.3279
b2963	3.8318
b3995	3.6291
b3996	3.5720
b2507	3.8224
b2500	3.6651
b2501	3.9272
b2502	3.8876
b2527	3.5731
b2467	3.3867
b0726	3.8966
b2462	3.4495
b3058	3.4609
b0286	3.3771
b2714	3.8129
b2717	4.5962
b2833	3.5200
b2710	4.0451
b1207	3.4610
b1089	2.1964
b0897	3.7010
b0870	3.9003
b2688	3.9901
b0686	3.8902
b0149	3.7853
b3341	3.2768
b2760	3.7131
b2762	3.4672
b2765	3.3636
b1019	3.7903
b1013	3.6667
b1012	3.9619
b0573	3.2105
b3549	4.0856
b1269	4.2749
b0572	3.5664
b4227	4.0439
b0767	4.0270
b1267	3.7961
b4348	3.1832
b4222	4.0973
b1262	3.9049
b3544	3.9389
b3379	4.2577
b3064	3.9315
b3460	3.8488
b3149	3.7617
b2563	3.5520
b1759	4.2857
b3953	3.5398
b4057	3.9576
b3068	3.6121
b0849	4.4353
b2905	3.8678
b1867	3.6543
b1864	3.5193
b1865	3.6463
b1646	3.3636
b1863	3.4684
b1861	3.3737
b1901	3.9607
b0842	4.1964
b3081	3.9508
b1649	3.7306
b1905	3.8323
b3376	3.9363
b1647	3.8054
b4088	3.8333
b3248	3.7354
b0118	3.9385
b4127	3.4382
b4128	4.1200
b0114	4.1074
b0116	3.6730
b0507	3.9831
b4085	3.8904
b0451	4.1298
b0198	3.7037
b4539	3.4699
b1740	3.5747
b0474	4.3551
b1745	4.0256
b1744	3.5665
b1749	3.8955
b1461	2.9079
b0696	3.2246
b0697	3.7211
b1464	3.7424
b2302	3.7923
b2303	3.2857
b2300	3.5761
b0592	4.1815
b0595	3.7276
b3397	3.3118
b0597	3.6423
b0596	3.6604
b0986	3.4718
b2309	3.7573
b0980	3.8659
b0168	3.9924
b0169	3.5367
b3165	3.3083
b0605	3.4524
b0604	3.5764
b0606	4.4933
b0160	3.9960
b0238	3.3732
b3035	3.5467
b0340	2.9936
b3432	4.1039
b0342	3.4800
b0435	3.1028
b0344	3.8767
b2942	3.8620
b2828	3.7923
b2827	4.7273
b0349	3.9580
b3439	3.6453
b2949	3.9565
b2821	3.8986
b2820	3.5915
b4155	3.7205
b0028	3.0312
b3809	3.7409
b4151	3.2101
b4150	4.9749
b4153	3.4486
b4152	2.8923
b4014	4.0454
b4015	3.6944
b0023	3.2909
b3807	4.2075
b0188	3.4781
b3805	3.8197
-	3.7352
b2630	3.7384
b0932	4.0784
b3895	3.6939
b0936	3.6364
b0935	3.8435
b1584	3.3964
b1625	3.5263
b2234	4.1195
b2235	3.9882
b2232	3.7788
b3329	4.4296
b3887	3.4690
b2759	3.7124
b2758	3.6604
b2053	3.8746
b0811	3.7991
b2755	3.6870
b3166	3.6835
b2757	3.3973
b3713	3.6188
b3936	2.2424
b0337	4.0071
b3932	4.6954
b3509	3.8987
b3931	3.5309
b0505	3.2727
b3349	3.3724
b0231	3.6754
b3938	3.0192
b3939	3.9062
b3988	3.5424
b4098	4.5523
b4099	3.8244
b2434	3.3429
b1469	3.9924
b2431	3.8615
b0121	3.6596
b2439	3.6355
b0879	3.3911
b2913	3.6847
b1639	4.1341
b1638	3.4874
b1633	3.6635
b0185	3.7907
b1636	3.9303
b1635	3.7363
b1591	3.8627
b2788	4.0273
b0220	3.4094
b4034	3.9568
b3028	3.6321
b3029	3.2136
b1748	3.8625
b2756	3.4249
b0150	3.8048
b3021	4.0534
b3022	3.4227
b3024	3.0538
b0801	3.8440
b0800	3.8742
b0152	3.7863
b1128	3.6205
b1822	3.5821
b0155	4.0766
b1048	3.6633
b1120	3.6622
b1707	3.6992
b3619	3.8974
b1256	3.5330
b3594	3.7436
b1319	3.5500
b0659	3.5789
b0641	3.1600
b3610	4.3049
b3617	3.8978
b1258	3.7673
b1709	3.7500
b0651	3.9007
b2373	3.9764
b0476	3.9146
b2301	3.8901
b4378	3.9228
b0776	3.8616
b0091	3.7206
b4375	3.8160
b0642	3.8194
b4371	3.6886
b2371	3.6427
b0594	3.8210
b3299	2.7105
b3298	2.4615
b3297	3.2042
b3295	3.0259
b3294	3.3083
b4382	3.9295
b0722	3.4095
b1221	3.8244
b0720	3.5446
b0721	3.2066
b1224	4.2717
b1225	3.5855
b0724	3.4664
b1227	3.5446
b3054	3.7855
b0728	3.8454
b0729	4.0732
b1386	3.7125
b4320	4.2867
b3500	3.7411
b2908	3.9727
b4051	3.8896
b4054	3.8514
b4055	3.5333
b0575	3.8855
b2679	3.8803
b2900	4.2816
b0473	3.4127
b2674	3.4504
b0471	3.1383
b2904	3.5748
b2673	3.2368
b2906	3.7655
b1412	3.6289
b2150	4.8426
b1415	4.0000
b1414	3.8429
b2895	4.8844
b4115	4.0070
b4117	3.9603
b2272	3.6943
b0976	4.0682
b1731	3.8657
b0973	4.0379
b0972	3.5894
b3200	3.2444
b0099	3.9457
b3751	4.4317
b3204	3.6533
b3205	3.4906
b0963	3.5608
b0090	3.9088
b3209	3.8433
b0092	3.8474
b3430	3.7678
b2407	3.7729
b2374	3.6795
b2153	3.5495
b2019	3.3333
b2870	3.9449
b2871	4.0513
b2155	3.5886
b2159	4.7860
b2011	3.8337
b2017	2.6395
b4025	3.8862
b4024	3.8393
b3871	3.6139
b0073	3.9174
b0483	3.3333
b3972	3.8088
b3973	3.6370
b2976	4.6722
b3974	3.7621
b0383	2.7155
b2080	4.3103
b2086	3.7631
b2989	3.7077
b0871	3.8634
b2478	4.0034
b3476	3.8589
b3842	3.4043
b2029	3.8147
b3470	4.5309
b0159	3.9274
b2474	3.7629
b0389	3.2113
b2476	3.7595
b2411	3.7762
b3433	3.8120
b2701	3.8205
b4022	3.5125
b3431	3.9786
b4083	3.9244
b2497	3.7985
b3279	3.8864
b0343	3.9784
b0200	3.8516
b3437	3.6374
b0432	3.0623
b2498	3.5481
b2499	3.7009
b2889	3.5882
b4483	3.9269
b3878	4.2279
b0430	3.3135
b1236	3.6119
b3985	3.1284
b3637	2.9351
b3531	4.1543
b2799	4.0675
b0078	3.4049
b2123	4.1942
b1002	3.8798
b1004	3.7919
b4328	3.9574
b2793	3.6796
b2792	3.9316
b1219	3.4359
b0759	4.0000
b0758	3.6686
b3082	2.8220
b3083	3.2600
b3080	4.1148
b1212	3.6000
b1215	3.6949
b3084	3.8167
b2822	3.7317
b3244	3.9188
b1261	4.0687
b3102	3.8135
b1180	3.7251
b1183	3.5739
b1182	3.8680
b1185	3.6339
b3731	2.3897
b0854	3.9120
b0186	2.3577
b3012	3.9599
b0785	3.4296
b0851	3.4792
b3017	3.8175
b1517	3.6159
b3019	3.5927
b3153	3.8906
b3631	3.9324
b4035	3.7062
b1850	3.8451
b1857	3.8935
b0889	2.6078
b1679	3.4792
b1676	3.8363
b1512	3.7110
b1178	4.1532
b1325	3.8899
b0469	3.6923
b3729	3.9852
b3728	4.9315
b1452	3.8723
b1594	3.8115
b0102	3.5061
b0103	3.4830
b3236	3.8109
b0574	3.2453
b4248	3.3154
b4245	3.8613
b0014	3.9233
b1329	3.8485
b4241	3.7686
b0543	0.1300
b2524	4.1364
b1875	3.5519
b0581	3.9205
b0584	3.6691
b4129	3.7608
b2665	4.4968
b3556	3.8857
b1876	3.7858
b0019	3.7101
b3656	4.1048
b0189	3.9302
b0463	3.3000
b1654	4.7739
b2838	3.8076
b3344	3.3529
b3347	3.3286
b2935	4.1299
b2934	4.7007
b3343	3.4526
b2529	3.8125
b2830	4.4756
b3425	3.6389
b0409	4.3737
b2525	3.4312
b2290	3.8639
b2291	3.6102
b2521	3.6388
b1973	4.2888
b2606	3.0000
b4142	2.7835
b4143	3.7548
b0032	3.9261
b0033	4.1454
b2910	3.5000
b0031	3.4963
b4149	3.5034
b4084	3.7455
b1955	3.7629
b3235	3.4189
b3880	4.1296
b0928	3.8443
b0929	3.6283
b4092	3.7952
b3885	3.8643
b3339	4.6181
b3074	3.1161
b2207	3.6737
b2206	4.2554
b0923	3.4466
b2061	4.8639
b2065	3.3990
b0008	4.0570
b2743	3.8173
b2741	3.2563
b2746	3.6624
b2747	3.6400
b2745	3.7635
b2593	3.9167
b3902	4.9416
b3901	3.3077
b4219	4.2749
b4220	4.4338
b2595	4.4183
b3904	4.1023
b0241	3.5273
b3908	3.9220
b2843	3.7829
b0158	3.7031
b2901	4.0681
b2441	4.2031
b2440	3.6587
b1317	3.7048
b3704	3.8739
b0937	3.6474
b0494	3.8715
b3311	3.0000
b3440	3.7703
b3321	3.2111
b2947	3.8089
b3564	4.0084
b3701	3.6310
b2239	3.9573
b2533	3.8779
b2580	3.7623
b0517	3.8426
b3136	3.9649
b3315	3.1300
b3813	3.8517
b3390	3.6266
b1847	3.1212
b0191	2.8939
b2544	3.7869
b0812	3.6667
b0814	3.2568
b4042	3.3217
b0817	3.4961
b2566	3.5034
b1982	3.8758
b1034	4.0043
b1037	3.0927
b1127	3.9148
b1038	2.5669
b1132	3.8122
b3481	3.2214
b1135	3.4581
b1136	3.8534
b4201	3.1630
b1711	3.8519
b3791	4.0297
b4202	3.1880
b0784	3.2593
b1243	3.8743
b1716	3.1880
b1717	2.6406
b4209	3.8858
b1719	3.7769
b3566	3.9115
b4200	3.1244
b1342	3.3456
b2676	4.0669
b0593	3.9156
b1333	3.5276
b3288	3.8052
b3289	3.9151
b1396	3.4198
b1390	4.0861
b3167	4.2315
b0125	3.5838
b3169	2.2659
b3282	3.9101
b0948	3.7862
b3287	3.7439
b3635	3.8231
b1960	3.4452
b1967	3.9032
b1622	3.8393
b3049	4.2727
b3510	3.2911
b0867	3.5837
b0714	3.8617
b0713	3.6043
b0712	4.7433
b0711	4.1750
b3517	3.7433
b3309	2.8235
b1564	2.5735
b1563	3.6526
b3261	2.9655
b0565	3.4007
b3746	3.7277
b3305	3.0398
b3304	3.7188
b2645	3.2190
b1765	3.4802
b1764	3.5047
b1767	3.7217
b1761	4.8824
b1763	3.8161
b1131	3.7996
b4517	2.6833
b4101	4.0278
b4511	2.9697
b2344	3.7230
b0464	3.5797
b2366	4.0183
b1133	3.7069
b0967	3.8734
b2247	3.8714
b0946	3.6879
b4291	3.9304
b2240	3.7949
b0142	3.5688
b3606	3.5871
b3607	3.9313
b0146	3.6638
b0147	3.5205
b0144	3.7216
b4196	3.8498
b0040	3.8864
b0331	3.7178
b2617	3.3333
b3609	3.3657
b2801	4.0773
b2800	3.7379
b3417	4.1156
b2802	3.8985
b3410	3.3590
b2418	3.7727
b3412	3.9766
b2417	3.5733
b2415	4.4941
b2140	3.9937
b1712	2.7917
b2143	3.8810
b4036	3.7292
b0368	3.8185
b3786	3.8302
b3781	4.1308
b4033	3.5204
b3783	3.6583
b4031	4.1937
b3865	3.5858
b3867	3.8848
b2962	3.9022
b3788	3.8123
b2960	3.7440
b4039	4.7012
b0674	4.1707
b2091	3.8324
b0029	3.8641
b3670	4.0918
b3831	3.7040
b2562	2.9012
b0914	0.0944
b0053	3.4820
b0677	3.9265
b0443	3.5113
b0910	3.6368
b2564	3.8347
b0912	2.7128
b3192	3.5730
b2569	3.6286
b3860	4.4603
b0918	3.8293
b2730	3.6772
b1068	3.6875
b3336	3.8205
b1064	4.9953
b0123	3.8971
b1062	3.9448
b1063	3.5322
b1061	3.8025
b0177	4.3639
b0214	4.4839
b0215	2.8428
b1713	3.4201
b3225	4.0034
b2571	3.5282
b2609	3.0488
b4232	3.9548
b2898	3.8452
b4211	3.8618
b2893	3.5139
b2890	3.6817
b2891	3.6851
b2897	3.4719
b2894	3.7380
b3775	4.2717
b2021	3.7740
b2020	3.6966
b2787	4.0629
b2784	3.4813
b2785	3.7153
b2782	3.3364
b3743	3.0333
b2780	3.9326
b2781	3.1757
b4322	3.9975
b2812	3.7202
b1208	3.8587
b1209	3.5706
b1619	3.7373
b1260	3.7941
b0424	3.8667
b1492	3.9401
b1617	3.8939
b3426	3.9579
b1610	3.4885
b1204	3.9275
b1199	4.0766
b3960	3.8374
b1193	3.8197
b0549	3.4321
b4393	3.1188
b0437	3.5469
b2817	3.8592
b4154	4.0312
b3001	4.0382
b0825	3.7000
b0827	3.6973
b0826	3.7292
b0828	4.1279
b0968	3.9457
b1493	3.7920
b1100	3.9962
b1103	3.2308
b1849	3.8560
b3316	2.8641
b0369	3.9133
b1887	4.4072
b2133	3.9303
b1667	3.9505
b3183	3.7365
b3182	3.8969
b3181	4.0132
b3180	3.5408
b1444	3.9325
b3186	3.2800
b3185	2.7975
b1395	3.8660
b0133	3.6773
b3634	3.5688
b3189	4.0382
b3636	2.7800
b3569	3.7368
b3163	3.9807
b0134	3.9198
b1686	3.5882
b4396	3.6076
b4394	3.5926
b1682	3.6802
b4392	3.9693
b1680	3.9679
b1681	3.7683
b4391	3.6134
b1211	3.2733
b1723	3.7476
b0754	3.8717
b3126	3.7036
b1393	3.6535
b2328	3.7417
b3649	3.0337
b3592	3.6386
b0578	3.5139
b3201	3.8162
b2323	4.0347
b2324	3.8758
b0197	4.7114
b3648	3.5610
b0060	3.8976
b3314	3.1328
b0101	3.3846
b3640	3.9044
b3137	3.9414
b0622	3.2882
b0059	3.4079
