ORF	CAI	dS	dN		dN/dS		dS_adjusted	dN/dS_adjusted
YAR002C-A	0.411	1.3991	0.109800029	0.078479043	2.22932	0.0492527
YAR002W	0.278	1.7249	0.351799309	0.203953452	2.28646	0.153862
YAR003W	0.26125	1.4493	0.082100125	0.056648123	1.97703	0.041527
YAR007C	0.357	1.5095	0.036199941	0.023981412	2.23064	0.0162285
YAR015W	0.3925	1.1987	0.065800015	0.054892813	1.99155	0.0330396
YAR018C	0.27725	1.362	0.042100199	0.030910572	1.92205	0.0219038
YBL007C	0.33325	1.3983	0.150500374	0.107630962	2.07147	0.0726539
YBL009W	0.266	1.485	0.262800484	0.176970023	2.02232	0.12995
YBL010C	0.24925	1.4239	0.227800151	0.159983251	1.92739	0.118191
YBL011W	0.2975	1.3508	0.110999926	0.082173472	1.95175	0.056872
YBL013W	0.1985	1.7051	0.308000101	0.180634626	2.10607	0.146244
YBL021C	0.20175	1.9304	0.052000228	0.02693754	2.33794	0.0222419
YBL023C	0.32675	1.5468	0.032900012	0.021269726	2.20684	0.0149082
YBL024W	0.41175	1.3529	0.069100163	0.051075588	2.18464	0.03163
YBL030C	0.64675	0.6316	0.043800092	0.069347833	1.93804	0.0226002
YBL031W	0.25975	1.3042	0.194499857	0.149133459	1.8289	0.106348
YBL033C	0.22875	2.0336	0.161900252	0.079612634	2.49568	0.0648722
YBL034C	0.28975	1.5869	0.204300406	0.128741828	2.1722	0.0940523
YBL036C	0.31875	2.0441	0.211200502	0.103322001	2.68798	0.0785722
YBL037W	0.27875	1.5944	0.090900242	0.057012194	2.15748	0.0421326
YBL038W	0.283	1.4535	0.115200012	0.079256974	2.02516	0.0568844
YBL043W	0.33575	2.2552	0.351699457	0.155950451	2.93342	0.119894
YBL045C	0.4265	1.3379	0.09279989	0.069362352	2.19943	0.0421927
YBL046W	0.26325	1.8207	0.265201001	0.145658813	2.35247	0.112733
YBL049W	0.3025	1.1788	0.021100005	0.017899563	1.78985	0.0117887
YBL051C	0.33075	1.8553	0.19550045	0.105374037	2.52342	0.0774744
YBL052C	0.2565	1.9369	0.352500572	0.181992138	2.45503	0.143583
YBL054W	0.28825	1.8015	0.216100431	0.119955832	2.38377	0.0906549
YBL055C	0.26825	1.3893	0.249200108	0.179370984	1.93117	0.129041
YBL056W	0.334	1.6615	0.069099999	0.041588925	2.33618	0.0295782
YBL057C	0.2645	1.5582	0.170999957	0.109741982	2.09249	0.0817208
YBL058W	0.27575	1.6385	0.177100303	0.10808685	2.19552	0.0806644
YBL061C	0.2385	1.7806	0.219700108	0.123385436	2.26237	0.0971106
YBL063W	0.28375	1.7213	0.236301612	0.137280899	2.29448	0.102987
YBL064C	0.352	1.9047	0.04070013	0.021368263	2.61574	0.0155597
YBL066C	0.27325	1.8277	0.162000319	0.088636165	2.37967	0.0680768
YBL067C	0.2695	1.791	0.235099041	0.131266913	2.33539	0.100668
YBL068W	0.345	1.2818	0.024200095	0.018879774	1.9787	0.0122303
YBL069W	0.29975	1.5618	0.083500217	0.053464091	2.1673	0.0385273
YBL074C	0.2855	1.7378	0.302200942	0.173898574	2.31451	0.130568
YBL075C	0.32675	1.6999	0.038500061	0.022648427	2.35994	0.016314
YBL076C	0.49175	1.1887	0.049400076	0.041558069	2.18204	0.0226394
YBL078C	0.2715	1.2156	0.011599997	0.00954261	1.76403	0.00657585
YBL086C	0.2515	2.1022	0.154899923	0.073684675	2.61023	0.0593434
YBL089W	0.245	1.528	0.171999905	0.112565383	2.0229	0.0850264
YBL090W	0.267	1.3991	0.146399906	0.104638629	1.93844	0.0755246
YBL091C	0.36375	1.3508	0.081900101	0.060630812	2.08558	0.0392697
YBL095W	0.237	1.998	0.239600075	0.119919958	2.47674	0.0967401
YBL097W	0.27975	1.9821	0.217900479	0.10993415	2.5472	0.0855451
YBL098W	0.30375	1.3408	0.116900263	0.08718695	1.95438	0.0598145
YBL101C	0.25075	1.6912	0.179100334	0.105901333	2.19772	0.0814937
YBL102W	0.2355	1.2862	0.063499941	0.049370192	1.76191	0.0360404
YBL103C	0.2675	1.3405	0.135099951	0.100783253	1.88085	0.0718292
YBL104C	0.27975	1.7353	0.110100135	0.06344732	2.3004	0.0478613
YBL105C	0.301	1.6515	0.089800103	0.054374873	2.25952	0.039743
YBL106C	0.27475	1.7399	0.168600336	0.096902314	2.2949	0.0734674
YBR002C	0.2495	1.2497	0.058700038	0.046971303	1.75369	0.0334723
YBR003W	0.2675	1.498	0.067299998	0.044926568	2.03835	0.0330169
YBR004C	0.292	1.4615	0.145600011	0.099623682	2.05134	0.070978
YBR015C	0.35025	1.4713	0.195800504	0.133079932	2.17881	0.0898658
YBR016W	0.21125	1.8256	0.107100319	0.058665819	2.25233	0.0475509
YBR017C	0.2955	1.3113	0.065600062	0.050026738	1.90821	0.0343778
YBR018C	0.357	1.5098	0.143500084	0.095045757	2.23094	0.0643227
YBR019C	0.35275	1.5521	0.125900376	0.08111615	2.26466	0.0555935
YBR020W	0.38675	1.5046	0.104500147	0.069453773	2.28584	0.0457163
YBR021W	0.327	1.342	0.06360007	0.047392004	2.00254	0.0317597
YBR022W	0.282	1.3643	0.235700871	0.172763228	1.93394	0.121876
YBR024W	0.28575	1.5013	0.181900431	0.121161947	2.07852	0.0875144
YBR025C	0.63725	0.8279	0.063200047	0.076337779	2.11515	0.0298797
YBR026C	0.32	1.4052	0.08649997	0.061557052	2.0516	0.0421622
YBR028C	0.281	1.6951	0.118900053	0.070143386	2.26272	0.0525474
YBR029C	0.3185	1.1711	0.050200034	0.042865711	1.81447	0.0276665
YBR034C	0.4165	1.3248	0.025599974	0.019323652	2.16613	0.0118183
YBR035C	0.36075	1.3785	0.066600163	0.048313502	2.10722	0.0316057
YBR036C	0.30875	1.369	0.088500299	0.064645945	1.99268	0.0444127
YBR037C	0.231	1.586	0.132999923	0.083858716	2.05262	0.0647952
YBR038W	0.31925	1.4805	0.027800101	0.018777508	2.12539	0.01308
YBR039W	0.48175	0.9047	0.041400175	0.045761219	1.87784	0.0220467
YBR040W	0.28225	1.762	0.117100283	0.066458731	2.33215	0.0502113
YBR042C	0.28475	1.5315	0.144400381	0.094286896	2.1067	0.0685434
YBR043C	0.2725	1.3936	0.127400012	0.091417919	1.94405	0.0655333
YBR047W	0.28075	1.8523	0.189700432	0.102413449	2.41942	0.0784074
YBR050C	0.28225	1.8357	0.377999934	0.205915964	2.40585	0.157117
YBR052C	0.295	1.5148	0.161700094	0.106746827	2.1107	0.0766097
YBR053C	0.29475	1.6764	0.158400346	0.094488396	2.2718	0.0697246
YBR054W	0.55325	1.0843	0.053300227	0.049156347	2.20187	0.0242068
YBR056W	0.32325	1.5874	0.138400201	0.087186721	2.24037	0.0617756
YBR057C	0.26225	1.2087	0.11570028	0.095722909	1.73845	0.0665537
YBR058C	0.29	1.6927	0.17010005	0.100490371	2.2785	0.0746544
YBR058C-A	0.24075	0.9637	0.084900266	0.088098232	1.45002	0.0585511
YBR060C	0.2665	1.6775	0.202399895	0.120655675	2.21583	0.0913427
YBR061C	0.2855	1.3638	0.074899999	0.054920076	1.94051	0.0385981
YBR063C	0.26725	1.6997	1.100203573	0.6472928	2.23955	0.491261
YBR065C	0.24525	1.9849	0.274200751	0.138143358	2.48031	0.110551
YBR066C	0.2415	1.4902	0.210100413	0.140988064	1.97803	0.106217
YBR069C	0.30025	1.5961	0.140100313	0.087776651	2.20261	0.0636065
YBR070C	0.2335	1.2596	0.245700107	0.195062009	1.73127	0.141919
YBR071W	0.295	1.8182	0.283499834	0.155923349	2.4141	0.117435
YBR072W	0.469	1.1858	0.070099921	0.059116142	2.13318	0.0328617
YBR085C-A	0.2905	1.4687	0.052000086	0.035405519	2.05551	0.0252979
YBR086C	0.316	1.4884	0.263000829	0.176700369	2.12672	0.123665
YBR087W	0.2865	1.4556	0.078499912	0.053929591	2.03433	0.0385876
YBR088C	0.42775	1.2257	0	0	2.08976	0
YBR095C	0.294	1.8059	0.192699934	0.106705761	2.39978	0.080299
YBR096W	0.33775	1.5057	0.138600265	0.092050385	2.18796	0.0633468
YBR101C	0.30125	1.3605	0.109300265	0.080338305	1.96903	0.0555097
YBR102C	0.27	1.6155	0.105599942	0.065366723	2.1609	0.0488685
YBR105C	0.26375	1.5782	0.190100504	0.120454001	2.11098	0.0900532
YBR106W	0.60825	0.9969	0.063700042	0.063898126	2.22557	0.0286219
YBR107C	0.2555	1.28	0.165799992	0.129531244	1.79611	0.0923106
YBR109C	0.3915	0.9755	0	0	1.76633	0
YBR110W	0.28325	1.5781	0.126900334	0.080413367	2.15027	0.059016
YBR111C	0.3635	1.8319	0.058099885	0.031715642	2.56617	0.0226407
YBR114W	0.32525	1.65	0.089400098	0.054181878	2.30701	0.0387515
YBR121C	0.52525	1.0996	0.041099988	0.037377217	2.16061	0.0190224
YBR122C	0.29675	1.3429	0.237800686	0.177079966	1.94234	0.12243
YBR123C	0.285	1.8805	0.125599998	0.066790746	2.4562	0.0511359
YBR125C	0.27425	1.2688	0.05670007	0.044687949	1.82279	0.0311062
YBR126C	0.32675	1.4224	0.016800043	0.011811054	2.08244	0.00806748
YBR127C	0.4835	0.7066	0.014400005	0.020379287	1.68327	0.00855478
YBR128C	0.24025	1.3339	0.196400092	0.147237493	1.81921	0.107959
YBR129C	0.26275	1.6362	0.134100369	0.081958422	2.16696	0.0618841
YBR130C	0.29675	1.4995	0.208200575	0.138846666	2.09894	0.0991932
YBR131W	0.269	1.5994	0.264500478	0.165374814	2.14278	0.123438
YBR132C	0.27975	1.4655	0.080000157	0.054588985	2.0306	0.0393973
YBR133C	0.26925	1.3692	0.14190039	0.103637445	1.91309	0.0741734
YBR135W	0.23525	1.5288	0.013800034	0.00902671	2.00401	0.00688621
YBR137W	0.27675	1.6089	0.091300192	0.056746965	2.16794	0.0421138
YBR138C	0.26025	1.5679	0.185500546	0.118311465	2.09361	0.0886032
YBR139W	0.2835	1.9232	0.113199934	0.058860199	2.49587	0.0453549
YBR143C	0.45625	1.3748	0.015600039	0.011347134	2.29643	0.00679317
YBR145W	0.39775	1.9413	0.085000277	0.043785235	2.74476	0.0309682
YBR146W	0.268	1.3558	0.089799982	0.066233944	1.89716	0.0473339
YBR147W	0.24925	1.2202	0.176400711	0.144567047	1.72369	0.102339
YBR148W	0.29675	2.2191	0.458100125	0.206435097	2.81854	0.162531
YBR149W	0.3445	1.2225	0.097500062	0.079754652	1.91839	0.0508239
YBR151W	0.27825	1.8056	0.153200324	0.084847322	2.36767	0.0647051
YBR153W	0.2295	1.7946	0.211099892	0.117630609	2.25819	0.0934819
YBR154C	0.40725	1.0349	0.016300038	0.015750351	1.85755	0.00877502
YBR155W	0.31575	1.7806	0.119400298	0.067056216	2.41842	0.0493712
YBR156C	0.24875	2.0863	0.251400568	0.12050068	2.58878	0.0971116
YBR158W	0.2745	1.6059	0.166800039	0.103867015	2.16039	0.0772083
YBR161W	0.28475	1.8283	0.193000329	0.105562724	2.4035	0.0802997
YBR162C	0.53475	1.4116	0.10220018	0.072400241	2.4918	0.0410146
YBR162W-A	0.3455	1.2199	0.162000096	0.132797849	1.91781	0.0844714
YBR163W	0.28	1.9239	0.274200999	0.142523519	2.4895	0.110143
YBR165W	0.27225	1.3192	0.229000781	0.173590647	1.86915	0.122516
YBR166C	0.292	1.596	0.098300066	0.06159152	2.18584	0.0449713
YBR167C	0.27225	1.5279	0.232000264	0.151842571	2.07785	0.111654
YBR168W	0.25975	1.5188	0.279201362	0.183830235	2.0435	0.136629
YBR169C	0.33825	1.8291	0.09980013	0.054562424	2.51237	0.0397235
YBR170C	0.25775	1.4943	0.127200395	0.085123733	2.01496	0.063128
YBR172C	0.29	1.6345	0.326499556	0.199755005	2.2203	0.147052
YBR173C	0.30025	1.4053	0.101300267	0.072084442	2.01181	0.0503528
YBR175W	0.2245	1.456	0.117700009	0.080837918	1.90949	0.0616395
YBR176W	0.303	1.417	0.133700039	0.094354297	2.02906	0.0658926
YBR177C	0.30975	1.5195	0.125000375	0.082264149	2.1452	0.0582698
YBR179C	0.27425	1.5311	0.135000403	0.088172166	2.08509	0.0647456
YBR180W	0.25175	1.6607	0.160100324	0.096405326	2.16924	0.0738048
YBR182C	0.23175	1.6879	0.500600147	0.296581638	2.15604	0.232185
YBR183W	0.262	1.4515	0.097300089	0.067034164	1.98074	0.0491231
YBR184W	0.24125	2.4544	1.239000783	0.504808011	2.94173	0.421181
YBR185C	0.261	1.744	0.12860011	0.073738595	2.27122	0.0566216
YBR193C	0.2755	1.5015	0.130999951	0.087246055	2.05801	0.0636537
YBR194W	0.26925	2.0656	0.517401849	0.250485016	2.60949	0.198277
YBR195C	0.26975	1.3464	0.109700317	0.081476766	1.8913	0.0580026
YBR196C	0.7485	0.7277	0.01339999	0.018414168	2.23967	0.00598302
YBR197C	0.22575	1.806	0.526600518	0.291583897	2.26202	0.232801
YBR198C	0.2615	1.5753	0.068900073	0.043737747	2.10353	0.0327545
YBR199W	0.27975	1.7608	0.239400235	0.13596106	2.3259	0.102928
YBR201W	0.2405	1.595	0.135099919	0.084702143	2.08081	0.0649266
YBR202W	0.3335	1.4151	0.056899975	0.040209155	2.08877	0.0272409
YBR203W	0.30575	1.57	0.179300398	0.114204075	2.18762	0.0819614
YBR205W	0.3395	1.1928	0.127600032	0.106975211	1.87859	0.0679233
YBR207W	0.30425	1.4583	0.116700183	0.080024812	2.07289	0.0562983
YBR211C	0.2515	1.6034	0.207299986	0.129287755	2.11143	0.0981799
YBR212W	0.25725	1.5147	0.179200399	0.118307519	2.03435	0.0880873
YBR213W	0.2735	1.6611	0.140899928	0.084823267	2.21357	0.0636528
YBR214W	0.28425	1.361	0.07460022	0.054812799	1.93519	0.0385493
YBR215W	0.27375	1.6653	0.302200721	0.181469237	2.21828	0.136232
YBR216C	0.27975	1.6559	0.258599914	0.156168799	2.221	0.116434
YBR217W	0.23275	1.7996	0.17110041	0.095076912	2.26976	0.0753826
YBR222C	0.3345	1.8276	0.054300115	0.029711159	2.50329	0.0216915
YBR225W	0.27625	1.5176	0.190100517	0.125263915	2.07563	0.0915869
YBR227C	0.27775	1.9179	0.119400348	0.062255773	2.47896	0.0481655
YBR228W	0.23075	1.7823	0.20790038	0.116647242	2.24842	0.0924651
YBR233W	0.2525	1.8889	0.140000083	0.074117255	2.39895	0.0583589
YBR233W-A	0.249	1.5441	0.203999915	0.132115741	2.04708	0.0996541
YBR234C	0.3275	1.3656	0.08230006	0.060266594	2.02715	0.0405989
YBR235W	0.269	1.6186	0.073200103	0.045224331	2.16198	0.0338579
YBR236C	0.279	1.7664	0.110300088	0.062443438	2.32998	0.0473395
YBR237W	0.2635	2.0089	0.198699927	0.098909815	2.54117	0.0781923
YBR240C	0.24675	1.6084	0.11680026	0.072618913	2.10684	0.0554386
YBR241C	0.24125	1.7067	0.123700289	0.072479222	2.19403	0.0563804
YBR242W	0.3005	1.3102	0.151399965	0.11555485	1.91721	0.0789689
YBR246W	0.25925	1.7173	0.213500462	0.124323334	2.24099	0.0952706
YBR247C	0.32175	1.5768	0.073300273	0.046486728	2.22674	0.0329182
YBR248C	0.314	1.6251	0.082900041	0.051012271	2.25938	0.0366915
YBR249C	0.617	0.848	0.038199924	0.04504708	2.09434	0.0182396
YBR250W	0.26775	1.8979	0.17740028	0.093471879	2.43876	0.072742
YBR251W	0.26475	1.6045	0.047700186	0.029729003	2.1393	0.0222971
YBR252W	0.3575	1.9999	0.07899988	0.039501915	2.72205	0.0290222
YBR253W	0.23825	1.354	0.125800417	0.092910205	1.83527	0.068546
YBR254C	0.22825	1.5931	0.076600205	0.048082484	2.05417	0.0372901
YBR255W	0.23975	1.8463	0.172300326	0.093321955	2.3306	0.0739296
YBR256C	0.29175	1.9578	0.107800314	0.055061964	2.54714	0.0423221
YBR257W	0.2625	1.9133	0.196000078	0.10244085	2.44355	0.0802112
YBR258C	0.262	1.7447	0.303400445	0.173898346	2.27394	0.133425
YBR259W	0.26075	1.6335	0.418600951	0.256260147	2.16022	0.193777
YBR260C	0.2965	1.6558	0.08470006	0.051153557	2.25473	0.0375655
YBR262C	0.28925	1.1153	0.196800625	0.176455326	1.69959	0.115793
YBR263W	0.4185	1.0199	0.049399997	0.048436118	1.86527	0.0264841
YBR264C	0.19525	1.1243	0.187600171	0.166859532	1.51871	0.123526
YBR265W	0.2845	1.3737	0.087000095	0.063332674	1.94839	0.0446523
YBR267W	0.30775	1.3585	0.131600246	0.09687173	1.98016	0.0664594
YBR268W	0.2105	1.7589	0.206499956	0.117402897	2.18411	0.0945465
YBR270C	0.238	1.7219	0.146200016	0.084906217	2.20266	0.0663743
YBR271W	0.233	1.5653	0.261099654	0.166804864	2.03596	0.128244
YBR272C	0.27975	1.4846	0.257901453	0.173717805	2.0497	0.125824
YBR273C	0.2605	1.6389	0.277199033	0.169137247	2.16511	0.12803
YBR278W	0.26175	2.0264	0.347200089	0.171338378	2.55514	0.135883
YBR279W	0.3305	1.6693	0.170999884	0.102438078	2.33691	0.0731735
YBR280C	0.2585	1.6783	0.157200036	0.093666232	2.20047	0.0714393
YBR281C	0.29725	1.4884	0.082200216	0.055227235	2.08885	0.0393519
YBR282W	0.26475	1.6186	0.075200173	0.046460011	2.1534	0.0349216
YBR283C	0.40625	1.3566	0.052300113	0.038552346	2.17723	0.0240214
YBR284W	0.243	1.725	0.274600451	0.159188667	2.21586	0.123925
YBR285W	0.3185	1.2924	0.254499553	0.196920113	1.93577	0.131472
YBR286W	0.45975	1.3723	0.095300287	0.069445666	2.301	0.0414169
YBR287W	0.34625	1.4766	0.074500086	0.050453804	2.17603	0.0342367
YBR288C	0.25525	1.5302	0.136800246	0.089400239	2.04581	0.0668685
YBR289W	0.24625	1.7803	0.161400403	0.090659104	2.27773	0.0708602
YBR290W	0.214	1.797	0.111099959	0.061825241	2.22928	0.0498367
YBR293W	0.23975	1.617	0.172200484	0.106493806	2.1013	0.0819495
YCL004W	0.261	1.455	0.150199945	0.103230203	1.98222	0.0757736
YCL009C	0.3845	1.2011	0.034499975	0.02872365	1.97779	0.0174437
YCL010C	0.24425	1.3438	0.110000281	0.081857629	1.83719	0.0598742
YCL011C	0.30325	1.2402	0.079600187	0.064183347	1.85277	0.0429628
YCL014W	0.27125	1.7113	0.361901535	0.211477552	2.25923	0.160188
YCL016C	0.248	1.3813	0.145800048	0.105552775	1.88226	0.0774601
YCL028W	0.325	1.3559	0.150599966	0.111070113	2.0124	0.074836
YCL029C	0.26225	1.1825	0.123300321	0.104270885	1.71225	0.0720107
YCL030C	0.4155	1.1698	0.07249994	0.061976355	2.00911	0.0360856
YCL031C	0.3	1.0696	0.079299948	0.074139817	1.6756	0.0473263
YCL032W	0.248	1.2132	0.125499996	0.10344543	1.71416	0.0732137
YCL033C	0.2655	1.7608	0.162699937	0.092401145	2.29711	0.0708281
YCL034W	0.225	1.8732	0.098599975	0.052637185	2.3277	0.0423594
YCL035C	0.328	1.421	0.09309992	0.065517185	2.08356	0.0446831
YCL036W	0.21525	1.4498	0.185500466	0.127949004	1.88461	0.0984291
YCL037C	0.42725	0.9609	0.15480046	0.161099449	1.82395	0.084871
YCL038C	0.27275	1.5174	0.114900294	0.075721823	2.06836	0.0555514
YCL039W	0.26775	1.741	0.127400351	0.073176537	2.28186	0.0558318
YCL044C	0.26925	1.43	0.10900018	0.076223902	1.97389	0.055221
YCL045C	0.32975	1.4049	0.244500189	0.174033874	2.071	0.118059
YCL047C	0.2385	1.3927	0.143799966	0.10325265	1.87447	0.076715
YCL048W	0.3145	1.5649	0.130199984	0.083200194	2.20019	0.0591767
YCL049C	0.304	1.4567	0.419299818	0.287842258	2.07078	0.202484
YCL050C	0.468	0.9948	0.070700012	0.071069574	1.94016	0.0364403
YCL051W	0.25275	1.3386	0.238900377	0.178470325	1.84916	0.129194
YCL052C	0.2855	1.3971	0.183300037	0.13120037	1.97381	0.0928661
YCL054W	0.3915	1.2484	0.057100071	0.045738603	2.03923	0.0280008
YCL055W	0.30225	1.637	0.03330015	0.020342181	2.24755	0.0148162
YCL056C	0.23925	1.5548	0.215701255	0.138732477	2.03809	0.105835
YCL057W	0.34625	1.3819	0.096300225	0.069686826	2.08133	0.0462686
YCL061C	0.279	2.3672	0.374999163	0.158414651	2.93078	0.127952
YCL063W	0.252	1.368	0.168299911	0.123026251	1.87704	0.0896624
YCR003W	0.323	1.1621	0.189100741	0.162723295	1.81456	0.104213
YCR004C	0.37375	1.3715	0.078500285	0.05723681	2.12648	0.0369156
YCR009C	0.33175	1.4007	0.005500006	0.003926612	2.07084	0.00265593
YCR010C	0.37875	1.5605	0.074500188	0.047741229	2.32558	0.0320351
YCR011C	0.27975	1.5407	0.074600281	0.048419732	2.1058	0.0354261
YCR012W	0.83225	0.214	0.021500098	0.100467746	1.89515	0.0113448
YCR014C	0.27375	1.6897	0.303701483	0.179736925	2.24268	0.135419
YCR017C	0.305	1.5247	0.13980002	0.091690182	2.1408	0.0653027
YCR020C	0.356	1.5612	0.177299897	0.113566421	2.28032	0.0777522
YCR021C	0.372	1.2498	0.138500017	0.110817744	2.00124	0.0692071
YCR023C	0.2775	1.4146	0.129300035	0.091403955	1.97515	0.0654634
YCR027C	0.261	1.8416	0.136100079	0.073903171	2.36882	0.0574548
YCR028C	0.2795	1.6136	0.121199937	0.075111513	2.17819	0.0556425
YCR030C	0.30325	1.5553	0.143700298	0.092393942	2.16787	0.0662864
YCR034W	0.38275	1.11	0.050200149	0.04522536	1.88316	0.0266574
YCR035C	0.2885	1.5405	0.125399902	0.081402078	2.12327	0.0590598
YCR043C	0.35125	1.6813	0.134400269	0.079938303	2.39083	0.0562149
YCR044C	0.2805	1.7854	0.162100059	0.090792012	2.35201	0.0689198
YCR045C	0.24975	2.0788	0.086000124	0.041370081	2.5833	0.0332908
YCR048W	0.26975	2.1107	0.161300347	0.07642031	2.6556	0.0607397
YCR051W	0.2775	1.5385	0.128099984	0.083262908	2.09905	0.0610276
YCR052W	0.29875	1.5447	0.213500521	0.138214877	2.14818	0.0993867
YCR053W	0.55125	0.998	0.038700122	0.038777677	2.11153	0.018328
YCR054C	0.27925	1.5563	0.182700436	0.117394099	2.12039	0.0861636
YCR057C	0.3065	1.435	0.067800053	0.047247423	2.05413	0.0330067
YCR060W	0.17025	1.7777	0.332901825	0.187265469	2.12161	0.15691
YCR065W	0.26625	1.3859	0.169200518	0.122087104	1.92373	0.0879544
YCR066W	0.27125	1.7807	0.263400654	0.147919725	2.32863	0.113114
YCR067C	0.27525	1.6591	0.632400614	0.381170884	2.21511	0.285494
YCR068W	0.26975	1.5647	0.191100437	0.122132317	2.1096	0.0905861
YCR069W	0.29025	1.9639	0.311900884	0.15881709	2.55021	0.122304
YCR071C	0.256	1.2084	0.230900459	0.191079493	1.72552	0.133815
YCR072C	0.3275	1.1737	0.028299922	0.024111717	1.83525	0.0154202
YCR073W-A	0.23725	1.716	0.049900008	0.029079259	2.19525	0.0227309
YCR075C	0.25725	1.7429	0.180400352	0.103505853	2.26255	0.0797332
YCR076C	0.21725	1.5147	0.26090051	0.172245666	1.95355	0.133552
YCR077C	0.32275	1.2313	0.087000209	0.070657199	1.88326	0.0461966
YCR079W	0.217	1.5036	0.089000081	0.059191328	1.94194	0.0458305
YCR081W	0.30775	1.5041	0.126900219	0.084369536	2.12576	0.0596964
YCR082W	0.28	1.4267	0.202899817	0.142216175	1.9923	0.101842
YCR084C	0.32325	1.1429	0.047600073	0.041648502	1.79587	0.0265053
YCR086W	0.22325	1.8145	0.075500186	0.041609361	2.26547	0.0333265
YCR091W	0.253	1.7206	0.252498939	0.146750517	2.23166	0.113144
YCR092C	0.2455	1.6567	0.218901064	0.13213078	2.15261	0.101691
YCR093W	0.31	1.4549	0.096600084	0.066396373	2.0811	0.0464178
YCR094W	0.28125	1.7245	0.117400309	0.068077883	2.29263	0.0512077
YDL001W	0.258	1.508	0.04569993	0.030304993	2.02916	0.0225216
YDL002C	0.244	1.4499	0.076900089	0.053038202	1.94278	0.0395825
