oln	contact_density
YPL173W	3.0143
YEL038W	3.6400
YGR185C	3.8319
YJL189W	3.0556
YKL170W	4.1920
YNL036W	3.6244
YCR003W	2.7232
YEL026W	3.6721
YLL050C	3.5564
YLR208W	3.5448
YDR267C	3.8409
YLR306W	3.4579
YLR421C	3.2913
YFL017W-A	2.7391
YIL160C	4.0205
YJR064W	3.1524
YOR285W	3.5667
YHR024C	3.7899
YML022W	3.6517
YDR188W	3.2702
YOL057W	3.9310
YFR004W	3.1868
YOR369C	2.9355
YGL027C	4.0038
YHR059W	3.0101
YMR024W	4.3650
YBR283C	3.2102
YKR002W	3.7591
YDR339C	3.0172
YGL070C	2.6311
YAL020C	4.9108
YDR539W	3.9920
YJR048W	2.6792
YKL003C	3.2960
YBR247C	3.3472
YLR185W	2.6667
YLR398C	3.2293
YPL149W	3.5465
YHR069C	3.2475
YGR133W	3.5241
YIL142W	3.2865
YBR039W	3.6128
YJL140W	3.1742
YNL142W	4.1732
YLR325C	3.4264
YPL234C	2.6531
YPR082C	3.3714
YPL154C	3.7325
YHR008C	3.7902
YNL001W	3.7139
YGL115W	3.6463
YLL004W	3.1157
YER049W	3.7580
YLR258W	3.9389
YBR077C	3.3544
YBR127C	2.4836
YEL054C	3.1355
YGL103W	2.9355
YOR207C	3.1311
YER136W	3.8688
YKL055C	3.5409
YER056C-A	3.0828
YBL092W	3.3688
YGR192C	3.7711
YJR046W	3.0405
YBL045C	3.8283
YDR036C	3.8540
YGR043C	4.0800
YBR009C	2.8068
YLR167W	1.9859
Q0130	3.2162
YKL195W	3.8071
YDR092W	3.4865
YLL060C	3.8990
YLR376C	3.4977
YKL156W	2.3210
YKR080W	3.6751
YBR088C	3.6124
YBR055C	3.4170
YGL225W	3.7726
YFL005W	3.5511
YHR037W	3.9216
YIR037W	3.5804
YGR215W	2.1146
YHR027C	3.8201
YDR301W	4.0706
YFR007W	3.8207
YML108W	4.0857
YJL101C	4.1828
YKR057W	2.6552
YCL026C-A	3.2291
YDR353W	3.7098
YJL001W	3.7653
YGL004C	3.7620
YGR020C	3.2881
YJL138C	3.6721
YBL038W	3.7795
YDR079C-A	3.0317
YCL010C	3.8858
YPR102C	2.8387
YOR332W	3.1733
YBL099W	3.8489
YLL042C	3.5032
YIL009C-A	4.7412
YDL104C	3.6620
YPL090C	3.0885
YLR212C	3.6090
YGR214W	3.4417
YER042W	3.6243
YOR341W	3.6746
YOR157C	3.4324
YKR079C	3.9336
YNL284C	3.5500
YDR296W	4.3971
YPL106C	3.6795
YOL143C	3.6667
YLR109W	3.6257
YCR097W	3.9026
YDR078C	3.4634
YPR165W	3.5843
YKL103C	3.7789
YBL074C	3.8600
YHR049W	3.7426
YHR147C	4.1730
YPL001W	3.6144
YNR037C	2.6625
YGR218W	3.9695
YOR035C	3.7697
YLR343W	3.8340
YNL244C	3.3981
YGL145W	3.7325
YOR021C	3.6324
YLR438C-A	3.0886
YLR178C	3.5392
YGL248W	3.8182
YPR181C	3.8301
YJR025C	3.3295
YOL127W	3.2486
YDR529C	3.1280
YCR075W-A	3.2239
YDL190C	3.8817
YFL037W	4.8828
YPR043W	2.3210
YGR076C	3.5226
YDR064W	3.0200
YFL030W	4.0105
YGR254W	4.0734
YKR085C	3.0682
YBL030C	3.7887
YNL005C	3.7390
YBR020W	4.0884
YLR270W	3.3617
YNL075W	3.2163
YJR139C	3.6564
YGL111W	3.6419
YDL066W	3.8054
YBR085W	3.7273
YEL034W	3.2043
YHL001W	3.0803
YMR108W	3.9539
YNR050C	3.8517
YPL188W	3.5972
YKL182W	3.8190
YJL190C	3.4264
YML110C	3.8170
YDR308C	2.9496
YOL010W	3.8732
YDR032C	3.6853
YBR118W	3.6886
YGL048C	3.2228
YJL072C	3.0773
YPR010C	3.7724
YFL017C	3.3766
YLL039C	4.0000
YCR053W	3.9745
YKL144C	3.3889
YKL091C	3.7549
YPR166C	2.9130
YER057C	3.4048
YOR122C	3.7200
YJL111W	3.2161
YHR013C	4.0305
YOL040C	2.9435
YCL035C	3.5273
YMR058W	3.8979
YDR189W	3.6718
YLR441C	3.1308
YOL146W	3.2075
YFR052W	3.3821
YML024W	2.6000
YBR282W	2.1508
YHR087W	3.4234
YOR026W	3.6374
YNL290W	3.5807
YAR015W	3.9269
YOR176W	3.8483
YOL049W	3.9127
YKR060W	3.4807
YMR116C	3.8350
YPR110C	3.4000
YOR164C	3.8968
Q0105	3.7481
YIL093C	2.7639
YJR042W	3.3226
YDR256C	3.5676
YOR143C	3.8013
YGL030W	3.0157
YGR090W	3.8971
YMR308C	3.9289
YKL210W	3.8897
YNR034W-A	4.0510
YOR182C	2.3333
YMR112C	2.6786
YCR071C	3.6887
YBR213W	3.4198
YPR144C	3.2072
YLR119W	2.8656
YDR175C	2.7732
YPR034W	3.7569
YGL120C	3.9275
YGR144W	3.4984
YLR347C	4.8698
YPL143W	2.6333
YHR099W	3.5799
YBR193C	2.3261
YEL050C	3.8644
YML120C	3.7331
YPR108W	3.5729
YKR095W-A	3.2976
YMR226C	3.7836
YHR171W	3.7040
YMR194W	2.8037
YDL165W	2.7048
YDL133C-A	2.5484
YEL027W	2.7067
YBL036C	3.8565
YGR183C	2.6909
YOL086C	3.8357
YPR191W	3.7415
YJR010W	3.7902
YDL030W	3.4524
YJR051W	4.0425
YKL094W	4.0000
YNL162W	2.4330
YKR081C	2.9582
YCR083W	3.4811
YIL109C	3.9064
YDR453C	3.5528
YPL218W	3.5061
YNL030W	2.8068
YPL031C	3.6803
YFR032C-A	3.0200
YGL213C	3.8651
YKL180W	3.1308
YBR137W	3.6686
YJR007W	3.2008
YOR089C	3.6140
YIL065C	3.9167
YJL069C	3.3472
YGR205W	3.7321
YDR530C	3.7582
YJL085W	3.7650
YDR533C	3.9660
YDL083C	2.2090
YER147C	3.8874
YJR094W-A	3.0728
YOL038W	3.6750
YDL140C	3.5849
YJL060W	3.9552
YHR201C	3.8575
YOR209C	3.9306
YOR136W	3.6792
YDR427W	4.5337
YOR116C	3.0295
YNL037C	3.8567
YOR224C	0.1712
YNL261W	3.1343
YLL002W	3.7580
YOL142W	3.1872
YGL123W	3.3779
YOR126C	3.8542
YKR066C	4.4502
YDR405W	3.3382
YBR143C	3.1635
YOR150W	3.8108
YJL026W	3.9072
Q0140	3.3835
YBR034C	3.6646
YML036W	3.6744
YGL156W	3.3213
YML049C	3.4839
YLR103C	3.4720
YOR294W	2.4231
YDL137W	3.5876
YGR030C	3.4730
YJR063W	2.5565
YDL040C	4.6323
YGR287C	4.1331
YDR212W	3.1526
YLR186W	3.7650
YDR462W	2.8407
YJR121W	3.6985
YGR165W	2.6721
YBR082C	3.4392
YDR101C	3.4167
YLR245C	3.5816
YLR011W	3.6865
YML046W	2.9605
YIL148W	2.9701
YNR016C	3.7625
YJR099W	3.5701
YDL160C-A	3.0000
YBR249C	3.9174
YBL050W	3.8470
YDR280W	3.5552
YBL087C	3.0761
YDR341C	3.9506
YOL086W-A	2.9773
YPR189W	3.5852
YGR028W	3.5235
YGL018C	3.4310
YBR084C-A	3.0538
YMR020W	3.8981
YLL011W	3.3873
YNL081C	3.1667
YOR259C	3.2732
YCL016C	3.3396
YNL231C	3.7524
YMR286W	3.4634
YFL014W	2.7064
YEL024W	3.1622
YKL067W	3.4759
YDL102W	3.8576
YJL063C	4.2838
YGL106W	3.2113
YGR163W	3.6033
YOR293W	3.2292
YJL166W	2.0645
YIL075C	3.8146
YMR072W	3.2244
YBR272C	3.9344
YMR230W	3.1562
YJL099W	4.0015
YIL020C	3.8627
YNR046W	3.4412
YOR095C	3.8902
YOL151W	3.9035
YGL011C	3.6639
YOL009C	3.2291
YMR033W	3.4860
YHR026W	3.0642
YML051W	3.7949
YDL097C	3.5000
YGR104C	3.2767
YGR262C	3.5148
YBR011C	3.8369
YDL111C	3.5352
YFR031C-A	3.3779
YGR037C	4.2791
YPL091W	3.6616
YOL121C	3.2867
YNL138W-A	2.8690
YNL306W	3.2324
YOR362C	3.8107
YOR323C	3.7139
YPL067C	4.1033
YML106W	3.6562
YGL087C	3.5152
YKR076W	4.8256
YIR008C	3.9596
YLR240W	2.3755
YCR031C	3.0157
YPR080W	3.6886
YGR135W	3.6557
YER010C	3.7210
YFR044C	3.8753
YKR003W	3.7694
YBL072C	3.1862
YGR232W	4.0044
YPL240C	3.3087
YDL022W	3.9547
YLR044C	3.9911
YLL018C	3.5673
YPR060C	3.6853
YLR195C	3.6991
YMR314W	3.7446
YML073C	2.8171
YMR087W	3.7068
YDL084W	3.7112
YKL057C	3.4598
YOR250C	3.7593
YER074W	2.9701
YFL038C	3.6564
YER021W	3.4779
YEL048C	3.4345
YDL075W	2.9435
YKL049C	4.3422
YPL069C	3.7740
YJR131W	4.2373
YIL132C	3.6440
YNL200C	3.6667
YBR149W	3.9177
YOR257W	3.3922
YGL097W	3.7577
YGR253C	3.6979
YPL225W	4.2671
YBR199W	3.9924
YIL053W	3.8167
YPL059W	3.5586
YLR249W	3.8479
YPL231W	3.7782
YHR183W	3.8046
YGL253W	3.8785
YOL021C	3.5897
YOR265W	3.4902
YFL058W	3.7714
YOL139C	4.3521
YPR035W	3.8006
YPL081W	3.2486
YIR035C	3.7751
YJL068C	4.1237
YGR085C	3.2899
YNL259C	4.0959
YDL045W-A	2.2414
YBR253W	2.4628
YOR117W	3.2283
YPL096W	3.6437
YER175C	4.6500
YGR024C	3.6130
YGL129C	3.5821
YER146W	3.1667
YGL189C	2.4330
YDR394W	3.2828
YPR100W	3.3043
YLR284C	3.9305
YHR010W	2.8387
YPR167C	3.9048
YJR104C	3.6471
YGL130W	3.4212
YOL055C	3.5489
YCL043C	3.5528
YIL008W	3.8182
YOR357C	3.3485
YNL108C	4.7362
YFR053C	3.8638
YDR237W	3.7190
YDR001C	3.9226
YIL162W	3.8861
YMR301C	3.5468
YLR440C	3.8670
YOL141W	3.9361
YJL217W	3.6216
YMR188C	2.9363
YML092C	3.5680
YOR167C	2.7143
YML025C	3.9121
YPL013C	2.7931
YJR074W	3.5185
YNL246W	3.5225
