oln	length
YBR149W	344
YBR150C	1094
YBR151W	316
YBR152W	291
YBR153W	244
YBR154C	215
YBR155W	385
YBR156C	698
YBR157C	255
YBR158W	549
YBR159W	347
YBR160W	297
YBR161W	376
YBR162C	432
YBR162W-A	65
YBR163W	559
YBR164C	182
YBR165W	277
YBR166C	452
YBR167C	140
YBR168W	413
YBR169C	693
YBR170C	580
YBR171W	206
YBR172C	740
YBR173C	148
YBR175W	315
YBR176W	312
YBR177C	451
YBR179C	855
YBR180W	572
YBR181C	236
YBR182C	452
YBR182C-A	64
YBR183W	316
YBR184W	523
YBR185C	245
YBR186W	564
YBR187W	280
YBR188C	140
YBR189W	194
YBR191W	159
YBR192W	377
YBR193C	222
YBR194W	123
YBR195C	422
YBR196C	553
YBR196C-A	49
YBR196C-B	34
YBR197C	217
YBR198C	798
YBR199W	464
YBR200W	551
YBR200W-A	41
YBR201C-A	67
YBR201W	211
YBR202W	845
YBR203W	924
YBR204C	375
YBR205W	404
YBR207W	465
YBR208C	1835
YBR209W	105
YBR210W	142
YBR211C	324
YBR212W	672
YBR213W	274
YBR214W	527
YBR215W	625
YBR216C	674
YBR217W	186
YBR218C	1179
YBR219C	127
YBR220C	560
YBR221C	333
YBR221W-A	34
YBR222C	543
YBR223C	544
YBR225W	900
YBR227C	507
YBR228W	304
YBR229C	932
YBR230C	134
YBR230W-A	66
YBR231C	303
YBR233W	413
YBR233W-A	94
YBR234C	384
YBR235W	1120
YBR236C	436
YBR237W	849
YBR238C	731
YBR239C	529
YBR240C	450
YBR241C	488
YBR242W	238
YBR243C	448
YBR244W	162
YBR245C	1129
YBR246W	387
YBR247C	483
YBR248C	552
YBR249C	369
YBR250W	523
YBR251W	294
YBR252W	147
YBR253W	120
YBR254C	175
YBR255C-A	120
YBR255W	694
YBR256C	238
YBR257W	279
YBR258C	142
YBR259W	688
YBR260C	666
YBR261C	232
YBR262C	106
YBR263W	470
YBR264C	199
YBR265W	320
YBR266C	150
YBR267W	393
YBR268W	81
YBR269C	106
YBR270C	545
YBR271W	419
YBR272C	480
YBR273C	436
YBR274W	527
YBR275C	1916
YBR276C	807
YBR278W	201
YBR279W	445
YBR280C	637
YBR281C	878
YBR282W	130
YBR283C	490
YBR284W	797
YBR285W	144
YBR286W	481
YBR287W	427
YBR288C	483
YBR289W	905
YBR290W	321
YBR291C	299
YBR292C	123
YBR293W	474
YBR294W	859
YBR295W	1216
YBR296C	574
YBR296C-A	39
YBR297W	468
YBR298C	614
YBR298C-A	73
YBR299W	584
YBR301W	100
YBR302C	379
YCL001W	188
YCL001W-A	153
YCL001W-B	84
YCL002C	263
YCL004W	521
YCL005W	256
YCL005W-A	73
YCL008C	385
YCL009C	285
YCL010C	259
YCL011C	427
YCL012C	111
YCL014W	1636
YCL016C	380
YCL017C	464
YCL018W	364
YCL019W	1770
YCL020W	438
YCL021W-A	125
YCL024W	1037
YCL025C	633
YCL026C-A	193
YCL026C-B	192
YCL027W	512
YCL028W	405
YCL029C	440
YCL030C	799
YCL031C	297
YCL032W	346
YCL033C	168
YCL034W	354
YCL035C	110
YCL036W	566
YCL037C	434
YCL038C	528
YCL039W	745
YCL040W	499
YCL042W	119
YCL043C	494
YCL044C	417
YCL045C	736
YCL047C	258
YCL048W	415
YCL048W-A	37
YCL049C	293
YCL050C	321
YCL051W	583
YCL052C	416
YCL054W	841
YCL054W-A	28
YCL055W	335
YCL056C	144
YCL057C-A	97
YCL057W	712
YCL058C	152
YCL058W-A	113
YCL059C	316
YCL061C	1096
YCL063W	422
YCL064C	359
YCL066W	175
YCL067C	210
YCL068C	260
YCL069W	458
YCL073C	615
YCR001W	104
YCR002C	322
YCR003W	112
YCR004C	244
YCR005C	460
YCR006C	157
YCR007C	239
YCR008W	603
YCR009C	265
YCR010C	283
YCR011C	1024
YCR012W	415
YCR014C	581
YCR015C	317
YCR016W	290
YCR017C	953
YCR018C	221
YCR019W	363
YCR020C	215
YCR020C-A	88
YCR020W-B	77
YCR021C	332
YCR022C	114
YCR023C	611
YCR024C	492
YCR024C-A	38
YCR024C-B	88
YCR025C	136
YCR026C	742
YCR027C	206
YCR028C	512
YCR028C-A	118
YCR030C	870
YCR031C	136
YCR032W	2167
YCR033W	1226
YCR034W	347
YCR035C	393
YCR036W	333
YCR037C	923
YCR038C	642
YCR039C	210
YCR040W	175
YCR041W	110
YCR042C	1407
YCR043C	127
YCR044C	336
YCR045C	474
YCR046C	153
YCR047C	275
YCR048W	610
YCR050C	102
YCR051W	222
YCR052W	483
YCR053W	514
YCR054C	563
YCR057C	923
YCR059C	258
YCR060W	110
YCR061W	611
YCR063W	157
YCR065W	564
YCR066W	487
YCR067C	1065
YCR068W	520
YCR069W	298
YCR071C	108
YCR072C	515
YCR073C	1331
YCR073W-A	315
YCR075C	260
YCR075W-A	75
YCR076C	250
YCR077C	795
YCR079W	408
YCR081W	1427
YCR082W	128
YCR083W	106
YCR084C	713
YCR085W	117
YCR086W	190
YCR087C-A	153
YCR088W	591
YCR089W	1566
YCR090C	182
YCR091W	720
YCR092C	1018
YCR093W	2108
YCR094W	391
YCR095C	362
YCR095W-A	52
YCR096C	119
YCR097W	126
YCR098C	518
YCR099C	155
YCR100C	316
YCR101C	182
YCR102C	368
YCR104W	124
YCR105W	361
YCR106W	832
YCR107W	363
YCR108C	63
YDL001W	430
YDL002C	202
YDL003W	566
YDL004W	138
YDL005C	431
YDL006W	281
YDL007C-A	85
YDL007W	436
YDL008W	165
YDL009C	107
YDL010W	202
YDL012C	106
YDL013W	619
YDL014W	327
YDL015C	310
YDL017W	507
YDL018C	202
YDL019C	1282
YDL020C	531
YDL021W	311
YDL022C-A	82
YDL022W	390
YDL024C	448
YDL025C	620
YDL027C	420
YDL028C	764
YDL029W	391
YDL030W	530
YDL031W	995
YDL033C	417
YDL035C	961
YDL036C	438
YDL037C	328
YDL039C	698
YDL040C	853
YDL042C	562
YDL043C	266
YDL044C	425
YDL045C	306
YDL045W-A	94
YDL046W	139
YDL047W	311
YDL048C	490
YDL049C	248
YDL051W	274
YDL052C	303
YDL053C	185
YDL054C	486
YDL055C	361
YDL056W	833
YDL057W	328
YDL058W	1790
YDL059C	238
YDL060W	788
YDL061C	55
YDL063C	620
YDL064W	156
YDL065C	339
YDL066W	412
YDL067C	55
YDL069C	204
YDL070W	638
YDL072C	203
YDL073W	984
YDL074C	700
YDL075W	112
YDL076C	293
YDL077C	1049
YDL078C	342
YDL079C	501
YDL080C	609
YDL081C	105
YDL082W	199
YDL083C	142
YDL084W	445
YDL085C-A	68
YDL085W	524
YDL086W	273
YDL087C	260
YDL088C	528
YDL089W	484
YDL090C	431
YDL091C	455
YDL092W	146
YDL093W	743
YDL095W	816
YDL097C	433
YDL098C	194
YDL099W	340
YDL100C	354
YDL101C	513
YDL102W	1097
YDL103C	477
YDL104C	377
YDL105W	402
YDL106C	559
YDL107W	351
YDL108W	306
YDL109C	647
YDL110C	150
YDL111C	265
YDL112W	1436
YDL113C	639
YDL114W	308
YDL115C	352
YDL116W	726
YDL117W	885
YDL119C	307
YDL120W	153
YDL121C	149
YDL122W	809
YDL123W	140
YDL124W	312
YDL125C	158
YDL126C	835
YDL127W	308
YDL128W	411
YDL129W	291
YDL130W	105
YDL130W-A	63
YDL131W	440
YDL132W	815
YDL133C-A	25
YDL133W	437
YDL134C	369
YDL135C	201
YDL136W	119
YDL137W	180
YDL138W	763
YDL139C	223
YDL140C	1733
YDL141W	690
YDL142C	283
YDL143W	528
YDL144C	356
YDL145C	1201
YDL146W	491
YDL147W	444
YDL148C	810
YDL149W	997
YDL150W	422
YDL153C	610
YDL154W	901
YDL155W	427
YDL156W	522
YDL157C	118
YDL159W	515
YDL159W-A	43
YDL160C	506
YDL160C-A	80
YDL161W	454
YDL164C	711
YDL165W	191
YDL166C	197
YDL167C	719
YDL168W	386
YDL169C	223
YDL170W	528
YDL171C	2092
YDL173W	294
YDL174C	587
YDL175C	344
YDL176W	708
YDL177C	170
YDL178W	530
YDL179W	304
YDL180W	547
YDL181W	63
YDL182W	428
YDL183C	320
YDL184C	25
YDL185W	282
YDL186W	277
YDL188C	377
YDL189W	457
YDL190C	961
YDL191W	119
YDL192W	180
YDL193W	375
YDL194W	884
YDL195W	1273
YDL197C	525
YDL198C	300
YDL199C	687
YDL200C	188
YDL201W	286
YDL202W	218
YDL203C	623
YDL204W	393
YDL205C	327
YDL206W	736
YDL207W	538
YDL208W	156
YDL209C	339
YDL210W	571
YDL211C	372
YDL212W	210
YDL213C	225
YDL214C	699
YDL215C	1092
YDL216C	440
YDL217C	207
YDL218W	317
YDL219W	150
YDL220C	924
YDL222C	309
YDL223C	1046
YDL224C	649
YDL225W	550
YDL226C	352
YDL227C	586
YDL229W	612
YDL230W	335
YDL231C	1125
YDL232W	36
YDL233W	458
YDL234C	746
YDL235C	167
YDL236W	312
YDL237W	364
YDL238C	489
YDL239C	790
YDL240W	1017
YDL241W	123
YDL242W	117
YDL243C	329
YDL244W	340
YDL245C	567
YDL246C	357
YDL247W	609
YDL248W	383
YDR001C	750
YDR002W	201
YDR003W	210
YDR003W-A	40
YDR004W	460
YDR005C	395
YDR006C	901
YDR007W	224
YDR009W	520
YDR010C	110
YDR011W	1500
YDR012W	361
YDR013W	208
YDR014W	647
YDR014W-A	162
YDR016C	94
YDR017C	1050
YDR018C	396
YDR019C	400
YDR020C	232
YDR021W	399
YDR022C	196
YDR023W	462
YDR025W	155
YDR026C	570
YDR027C	889
YDR028C	1013
YDR029W	104
YDR030C	506
YDR031W	121
YDR032C	177
YDR033W	320
YDR034C	790
YDR034C-A	58
YDR034C-C	438
YDR034C-D	1770
YDR034W-B	51
YDR035W	370
YDR036C	500
YDR037W	590
YDR038C	1091
YDR039C	1091
YDR040C	1091
YDR041W	189
YDR042C	200
YDR043C	231
YDR044W	328
YDR045C	110
YDR046C	604
YDR047W	362
YDR049W	632
YDR050C	247
YDR051C	334
YDR052C	704
YDR054C	295
YDR055W	400
YDR056C	188
YDR057W	521
YDR058C	326
YDR059C	148
YDR060W	1024
YDR061W	539
YDR062W	561
YDR063W	148
YDR064W	150
YDR065W	365
YDR066C	196
YDR067C	224
YDR068W	310
YDR069C	926
YDR070C	68
YDR071C	191
YDR072C	527
YDR073W	168
YDR074W	896
YDR075W	308
YDR076W	406
YDR077W	300
YDR078C	223
YDR079C-A	72
YDR079W	111
YDR080W	992
YDR081C	925
YDR082W	494
YDR083W	392
YDR084C	199
YDR085C	620
YDR086C	80
YDR087C	278
YDR088C	382
YDR089W	869
YDR090C	310
YDR091C	608
YDR092W	153
YDR093W	1612
YDR096W	894
YDR097C	1242
YDR098C	250
YDR098C-A	440
YDR098C-B	1755
YDR099W	272
YDR100W	143
YDR101C	593
YDR102C	110
YDR103W	917
YDR104C	1245
YDR105C	473
YDR106W	284
YDR107C	654
YDR108W	698
YDR109C	715
YDR110W	566
YDR111C	507
YDR113C	373
YDR114C	100
YDR115W	89
YDR116C	285
YDR117C	565
YDR118W	652
YDR118W-A	38
YDR119W	768
YDR119W-A	66
YDR120C	570
YDR121W	196
YDR122W	1064
YDR123C	304
YDR124W	324
YDR125C	453
YDR126W	336
YDR127W	1588
YDR128W	1148
YDR129C	642
YDR130C	291
YDR131C	556
YDR132C	495
YDR135C	1515
YDR137W	663
YDR138W	752
YDR139C	76
YDR140W	221
YDR141C	1698
YDR142C	375
YDR143C	610
YDR144C	510
YDR145W	538
YDR146C	709
YDR147W	534
YDR148C	463
YDR150W	2748
YDR151C	325
YDR152W	265
YDR153C	411
YDR155C	161
YDR156W	137
YDR157W	133
YDR158W	365
YDR159W	1301
YDR160W	852
YDR161W	386
YDR162C	236
YDR163W	175
YDR164C	724
YDR165W	444
YDR166C	971
YDR167W	206
YDR168W	506
YDR169C	513
YDR169C-A	49
YDR170C	2009
YDR170W-A	440
YDR171W	375
YDR172W	684
YDR173C	355
YDR174W	246
YDR175C	289
YDR176W	702
YDR177W	215
YDR178W	150
YDR179C	162
YDR179W-A	463
YDR180W	1493
YDR181C	481
YDR182W	491
YDR182W-A	67
YDR183W	230
YDR184C	294
YDR185C	179
YDR186C	877
YDR188W	545
YDR189W	666
YDR190C	462
YDR191W	370
YDR192C	430
YDR194C	638
YDR194W-A	50
YDR195W	533
YDR196C	241
YDR197W	389
YDR198C	479
YDR200C	604
YDR201W	165
YDR202C	351
YDR204W	325
YDR205W	724
YDR206W	884
YDR207C	836
YDR208W	779
YDR209C	137
YDR210C-C	440
YDR210C-D	1755
YDR210W	75
YDR210W-A	438
YDR210W-B	1770
YDR211W	712
YDR212W	558
YDR213W	913
YDR214W	350
YDR215C	137
YDR216W	1323
YDR217C	1309
YDR218C	423
YDR219C	465
YDR221W	682
YDR222W	415
YDR223W	467
YDR224C	130
YDR225W	131
YDR226W	220
YDR227W	1358
YDR228C	626
YDR229W	453
YDR231C	205
YDR232W	526
YDR233C	295
YDR234W	673
YDR235W	544
YDR236C	199
YDR237W	273
YDR238C	973
YDR239C	787
YDR240C	492
YDR242W	549
YDR243C	588
YDR244W	612
YDR245W	393
YDR246W	219
YDR246W-A	47
YDR247W	461
YDR248C	193
YDR249C	373
YDR251W	830
YDR252W	149
YDR253C	191
YDR254W	458
YDR255C	421
YDR256C	514
YDR257C	494
YDR258C	767
YDR259C	383
YDR260C	170
YDR261C	540
YDR261C-C	440
YDR261C-D	1604
YDR261W-A	438
YDR261W-B	1770
YDR262W	246
YDR263C	430
YDR264C	764
YDR265W	337
YDR266C	638
YDR267C	330
YDR268W	379
YDR270W	1004
YDR272W	274
YDR273W	365
YDR274C	123
YDR275W	235
YDR276C	55
YDR277C	433
YDR278C	105
YDR279W	350
YDR280W	305
YDR281C	104
YDR282C	385
YDR283C	1659
YDR284C	289
YDR285W	875
YDR286C	114
YDR287W	292
YDR288W	303
YDR289C	409
YDR291W	1077
YDR292C	621
YDR293C	1249
YDR294C	589
YDR295C	674
YDR296W	226
YDR297W	349
YDR298C	195
YDR299W	534
YDR300C	428
YDR301W	1357
YDR302W	219
YDR303C	885
YDR304C	203
YDR305C	206
YDR306C	478
YDR307W	662
YDR308C	140
YDR309C	383
YDR310C	1061
YDR311W	642
YDR312W	453
YDR313C	286
YDR314C	692
YDR315C	281
YDR316W	432
YDR316W-A	440
YDR316W-B	1755
YDR317W	414
YDR318W	368
YDR319C	274
YDR320C	668
YDR320C-A	72
YDR320W-B	45
YDR321W	381
YDR322C-A	95
YDR322W	338
YDR323C	515
YDR324C	776
YDR325W	1035
YDR326C	1438
YDR328C	193
YDR329C	441
YDR330W	500
YDR331W	389
YDR332W	689
YDR333C	723
YDR334W	1514
YDR335W	1224
YDR336W	314
YDR337W	253
YDR338C	695
YDR339C	189
YDR341C	606
YDR342C	570
YDR343C	570
YDR344C	147
YDR345C	567
YDR346C	481
YDR347W	308
YDR348C	499
YDR349C	571
YDR350C	628
YDR351W	864
YDR352W	317
YDR353W	318
YDR354W	380
YDR356W	944
YDR357C	122
YDR358W	557
YDR359C	982
YDR361C	283
YDR362C	672
YDR363W	456
YDR363W-A	88
YDR364C	455
YDR365C	628
YDR365W-A	440
YDR365W-B	1755
YDR366C	108
YDR367W	221
YDR368W	312
YDR369C	854
YDR370C	442
YDR371C-A	34
YDR371W	477
YDR372C	345
YDR373W	189
YDR374C	306
YDR374W-A	89
YDR375C	456
YDR376W	493
YDR377W	95
YDR378C	86
YDR379C-A	79
YDR379W	1009
YDR380W	635
YDR381C-A	114
YDR381W	225
YDR382W	110
YDR383C	238
YDR384C	275
YDR385W	842
YDR386W	632
YDR387C	555
YDR388W	481
YDR389W	654
YDR390C	636
YDR391C	232
YDR392W	337
YDR393W	426
YDR394W	428
YDR395W	944
YDR397C	146
YDR398W	643
YDR399W	220
YDR400W	340
YDR402C	489
YDR403W	536
YDR404C	171
YDR405W	218
YDR406W	1529
YDR407C	1289
YDR408C	214
YDR409W	904
YDR410C	239
YDR411C	341
YDR412W	235
YDR414C	362
YDR415C	356
YDR416W	859
YDR418W	164
YDR419W	632
YDR420W	1781
YDR421W	950
YDR422C	814
YDR423C	409
YDR424C	92
YDR425W	625
YDR427W	393
YDR428C	261
YDR429C	273
YDR430C	989
YDR432W	414
YDR434W	534
YDR435C	328
YDR436W	709
YDR437W	140
YDR438W	370
YDR439W	347
YDR440W	582
YDR441C	180
YDR443C	1420
YDR444W	687
YDR446W	302
YDR447C	136
YDR448W	434
YDR449C	440
YDR450W	145
YDR451C	353
YDR452W	301
YDR453C	196
YDR454C	186
YDR456W	612
YDR457W	3268
YDR458C	663
YDR459C	374
YDR460W	321
YDR461C-A	80
YDR462W	121
YDR463W	519
YDR464W	1435
YDR465C	412
YDR466W	898
YDR468C	224
YDR469W	175
YDR470C	502
YDR471W	136
YDR472W	283
YDR473C	469
YDR475C	876
YDR476C	224
YDR477W	633
YDR478W	198
YDR479C	554
YDR480W	323
YDR482C	135
YDR483W	442
YDR484W	641
YDR485C	795
YDR486C	229
YDR487C	208
YDR488C	533
YDR489W	294
YDR490C	766
YDR492W	316
YDR493W	99
YDR494W	361
YDR495C	1011
YDR496C	656
YDR497C	584
YDR498C	383
YDR499W	747
YDR500C	88
YDR501W	521
YDR502C	383
YDR503C	274
YDR504C	127
YDR505C	841
YDR506C	608
YDR507C	1142
YDR508C	663
YDR510W	97
YDR511W	121
YDR512C	187
YDR513W	108
YDR514C	483
YDR515W	447
YDR516C	499
YDR517W	372
YDR518W	488
YDR519W	118
YDR520C	772
YDR522C	419
YDR523C	490
YDR524C	482
YDR524C-B	24
YDR524W-C	29
YDR525W	109
YDR525W-A	79
YDR527W	439
YDR528W	423
YDR529C	127
YDR530C	325
YDR531W	367
YDR532C	385
YDR533C	237
YDR534C	488
YDR536W	569
YDR538W	184
YDR539W	503
YDR540C	179
YDR541C	344
YDR542W	100
YDR545W	1796
YEL001C	201
YEL002C	410
YEL003W	111
YEL004W	342
YEL005C	282
YEL006W	335
YEL007W	666
YEL008W	126
YEL009C	281
YEL009C-A	135
YEL011W	704
YEL012W	218
YEL013W	577
YEL014C	101
YEL015W	551
YEL016C	493
YEL017C-A	38
YEL017W	337
YEL018W	279
YEL019C	267
YEL020C	560
YEL020W-A	87
YEL021W	266
YEL022W	1459
YEL023C	682
YEL024W	185
YEL025C	1188
YEL026W	126
YEL027W	160
YEL028W	132
YEL029C	312
YEL030W	644
YEL031W	1215
YEL032W	971
YEL033W	139
YEL034W	156
YEL035C	166
YEL036C	500
YEL037C	398
YEL038W	227
YEL039C	113
YEL040W	422
YEL041W	495
YEL042W	518
YEL043W	956
YEL044W	166
YEL045C	141
YEL046C	387
YEL047C	470
YEL048C	152
YEL049W	120
YEL050C	350
YEL051W	256
YEL052W	509
YEL053C	733
YEL054C	164
YEL055C	1022
YEL056W	401
YEL057C	233
YEL058W	557
YEL059C-A	74
YEL059W	102
YEL061C	1000
YEL062W	615
YEL063C	590
YEL064C	480
YEL065W	628
YEL066W	160
YEL067C	195
YEL068C	110
YEL069C	564
YEL070W	502
YEL071W	496
YEL072W	231
YEL073C	107
YEL075C	122
YEL076C	216
YEL076C-A	216
YEL077C	1277
YEL077W-A	160
YER001W	762
YER002W	231
YER003C	428
YER004W	187
YER005W	630
YER006W	520
YER007C-A	181
YER007W	518
YER008C	1336
YER009W	124
YER010C	233
YER011W	215
YER012W	198
YER013W	1145
YER014C-A	153
YER014W	539
YER015W	744
YER016W	343
YER017C	761
YER018C	220
YER019C-A	88
YER019W	477
YER020W	448
YER021W	522
YER022W	687
YER023W	286
YER024W	922
YER025W	527
YER026C	275
YER027C	417
YER028C	394
YER029C	196
YER030W	152
YER031C	222
YER032W	876
YER033C	1076
YER034W	185
YER035W	145
YER036C	610
YER037W	321
YER038C	464
YER038W-A	126
YER039C	249
YER039C-A	72
YER040W	730
YER041W	759
YER042W	184
YER043C	448
YER044C	148
YER044C-A	408
YER045C	489
YER046W	143
YER047C	897
YER048C	391
YER048W-A	94
YER049W	644
YER050C	138
YER051W	492
YER052C	527
YER053C	300
YER053C-A	37
YER054C	548
YER055C	297
YER056C	533
YER056C-A	121
YER057C	129
YER058W	107
YER059W	420
YER060W	528
YER060W-A	530
YER061C	442
YER062C	250
YER063W	218
YER064C	505
YER065C	557
YER066W	185
YER067W	161
YER068W	587
YER069W	467
YER070W	888
YER071C	125
YER072W	128
YER073W	497
YER074W	134
YER074W-A	85
YER075C	928
YER076C	279
YER077C	642
YER078C	511
YER078W-A	54
YER079W	210
YER080W	584
YER081W	469
YER082C	554
YER083C	284
YER084W	128
YER085C	173
YER086W	576
YER087C-B	82
YER087W	576
YER088C	670
YER089C	464
YER090C-A	29
YER090W	506
YER091C	766
YER092W	125
YER093C	1430
YER093C-A	137
YER094C	205
YER095W	400
YER096W	512
YER098W	754
YER099C	318
YER100W	250
YER101C	430
YER102W	199
YER103W	642
YER104W	208
YER105C	1391
YER106W	302
YER107C	365
YER110C	1113
YER111C	1093
YER112W	187
YER113C	673
YER114C	1040
YER115C	191
YER116C	274
YER117W	136
YER118C	367
YER119C	448
YER120W	243
YER121W	114
YER122C	493
YER123W	524
YER124C	573
YER125W	809
YER126C	261
YER127W	356
YER128W	203
YER129W	1142
YER130C	443
YER131W	119
YER132C	1753
YER133W	312
YER134C	178
YER135C	130
YER136W	451
YER137C	148
YER137C-A	440
YER138C	1755
YER138W-A	34
YER139C	226
YER140W	556
YER141W	486
YER142C	296
YER143W	428
YER144C	805
YER145C	404
YER145C-A	119
YER146W	93
YER147C	624
YER148W	239
YER149C	420
YER150W	108
YER151C	912
YER152C	443
YER153C	246
YER154W	360
