oln	length
ENST00000221166	915
ENST00000221200	389
ENST00000221222	361
ENST00000221232	753
ENST00000221233	235
ENST00000221249	1375
ENST00000221264	283
ENST00000221265	531
ENST00000221283	593
ENST00000221307	520
ENST00000221315	652
ENST00000221327	692
ENST00000221363	962
ENST00000221399	520
ENST00000221403	334
ENST00000221418	295
ENST00000221419	589
ENST00000221421	121
ENST00000221431	484
ENST00000221444	456
ENST00000221448	436
ENST00000221452	579
ENST00000221459	207
ENST00000221462	691
ENST00000221466	342
ENST00000221476	381
ENST00000221480	241
ENST00000221485	560
ENST00000221486	299
ENST00000221494	464
ENST00000221496	535
ENST00000221498	212
ENST00000221504	659
ENST00000221515	90
ENST00000221538	717
ENST00000221543	648
ENST00000221554	396
ENST00000221561	197
ENST00000221566	313
ENST00000221567	336
ENST00000221573	334
ENST00000221665	496
ENST00000221671	657
ENST00000221700	516
ENST00000221730	360
ENST00000221735	510
ENST00000221742	564
ENST00000221797	139
ENST00000221801	321
ENST00000221804	141
ENST00000221818	307
ENST00000221847	209
ENST00000221855	244
ENST00000221856	496
ENST00000221859	125
ENST00000221891	612
ENST00000221899	758
ENST00000221922	531
ENST00000221930	249
ENST00000221943	257
ENST00000221954	209
ENST00000221957	433
ENST00000221972	194
ENST00000221973	173
ENST00000221978	165
ENST00000221980	893
ENST00000221992	651
ENST00000221996	299
ENST00000222002	285
ENST00000222005	378
ENST00000222008	185
ENST00000222032	112
ENST00000222033	402
ENST00000222115	578
ENST00000222120	218
ENST00000222122	325
ENST00000222125	275
ENST00000222139	484
ENST00000222145	963
ENST00000222157	181
ENST00000222212	275
ENST00000222214	394
ENST00000222219	342
ENST00000222224	264
ENST00000222247	176
ENST00000222248	643
ENST00000222249	543
ENST00000222250	407
ENST00000222254	728
ENST00000222256	220
ENST00000222266	101
ENST00000222271	737
ENST00000222275	258
ENST00000222284	224
ENST00000222286	408
ENST00000222305	346
ENST00000222307	176
ENST00000222308	412
ENST00000222329	548
ENST00000222330	482
ENST00000222345	1781
ENST00000222374	368
ENST00000222381	354
ENST00000222382	503
ENST00000222388	623
ENST00000222390	463
ENST00000222399	1765
ENST00000222402	147
ENST00000222462	336
ENST00000222481	305
ENST00000222482	308
ENST00000222511	387
ENST00000222543	213
ENST00000222547	118
ENST00000222553	491
ENST00000222567	338
ENST00000222572	354
ENST00000222573	727
ENST00000222574	514
ENST00000222584	784
ENST00000222597	491
ENST00000222598	289
ENST00000222644	540
ENST00000222673	983
ENST00000222690	127
ENST00000222693	162
ENST00000222718	376
ENST00000222725	379
ENST00000222726	270
ENST00000222728	233
ENST00000222747	305
ENST00000222753	388
ENST00000222792	468
ENST00000222800	315
ENST00000222803	192
ENST00000222812	288
ENST00000222823	953
ENST00000222902	93
ENST00000222969	144
ENST00000222982	502
ENST00000222990	465
ENST00000223023	504
ENST00000223026	481
ENST00000223028	455
ENST00000223029	320
ENST00000223051	801
ENST00000223054	235
ENST00000223061	424
ENST00000223073	758
ENST00000223095	379
ENST00000223114	341
ENST00000223122	363
ENST00000223127	714
ENST00000223129	120
ENST00000223136	152
ENST00000223145	547
ENST00000223167	226
ENST00000223190	503
ENST00000223208	373
ENST00000223210	1169
ENST00000223215	335
ENST00000223271	137
ENST00000223273	226
ENST00000223293	337
ENST00000223321	233
ENST00000223324	188
ENST00000223336	146
ENST00000223357	1133
ENST00000223364	174
ENST00000223368	202
ENST00000223369	195
ENST00000223398	1046
ENST00000223423	576
ENST00000223428	683
ENST00000223459	276
ENST00000223500	219
ENST00000223528	461
ENST00000223641	95
ENST00000223642	655
ENST00000223791	1439
ENST00000223795	234
ENST00000223864	147
ENST00000223865	400
ENST00000223951	359
ENST00000224073	147
ENST00000224140	2677
ENST00000224181	182
ENST00000224237	465
ENST00000224337	456
ENST00000224356	497
ENST00000224652	518
ENST00000224721	3336
ENST00000224756	834
ENST00000224784	376
ENST00000224862	300
ENST00000224949	1009
ENST00000224950	368
ENST00000225171	198
ENST00000225174	178
ENST00000225235	775
ENST00000225275	697
ENST00000225276	374
ENST00000225296	707
ENST00000225298	556
ENST00000225308	359
ENST00000225328	422
ENST00000225371	111
ENST00000225387	215
ENST00000225388	695
ENST00000225394	761
ENST00000225430	196
ENST00000225441	446
ENST00000225474	178
ENST00000225504	116
ENST00000225512	334
ENST00000225519	478
ENST00000225525	123
ENST00000225538	399
ENST00000225550	449
ENST00000225567	212
ENST00000225573	261
ENST00000225576	276
ENST00000225577	525
ENST00000225603	185
ENST00000225609	252
ENST00000225614	392
ENST00000225648	224
ENST00000225655	139
ENST00000225665	313
ENST00000225688	278
ENST00000225698	209
ENST00000225719	1349
ENST00000225724	249
ENST00000225726	463
ENST00000225728	130
ENST00000225729	364
ENST00000225737	634
ENST00000225740	452
ENST00000225777	224
ENST00000225792	614
ENST00000225823	512
ENST00000225831	76
ENST00000225842	73
ENST00000225844	82
ENST00000225873	359
ENST00000225899	448
ENST00000225916	836
ENST00000225927	720
ENST00000225941	366
ENST00000225964	1057
ENST00000225969	118
ENST00000225972	307
ENST00000225983	1122
ENST00000226004	185
ENST00000226021	222
ENST00000226067	295
ENST00000226091	313
ENST00000226105	186
ENST00000226193	199
ENST00000226207	1939
ENST00000226218	459
ENST00000226225	316
ENST00000226230	176
ENST00000226247	648
ENST00000226253	364
ENST00000226279	300
ENST00000226284	301
ENST00000226299	519
ENST00000226317	77
ENST00000226319	842
ENST00000226328	469
ENST00000226355	578
ENST00000226359	604
ENST00000226382	314
ENST00000226413	328
ENST00000226432	699
ENST00000226444	294
ENST00000226460	112
ENST00000226522	124
ENST00000226524	74
ENST00000226574	968
ENST00000226578	862
ENST00000226725	593
ENST00000226730	133
ENST00000226760	890
ENST00000226796	217
ENST00000226798	258
ENST00000226951	428
ENST00000227065	773
ENST00000227135	151
ENST00000227155	267
ENST00000227157	331
ENST00000227163	270
ENST00000227214	243
ENST00000227251	175
ENST00000227266	110
ENST00000227322	459
ENST00000227348	376
ENST00000227349	778
ENST00000227378	645
ENST00000227451	619
ENST00000227471	597
ENST00000227474	480
ENST00000227495	333
ENST00000227503	638
ENST00000227507	295
ENST00000227520	360
ENST00000227524	503
ENST00000227525	210
ENST00000227618	121
ENST00000227638	426
ENST00000227665	343
ENST00000227667	79
ENST00000227752	557
ENST00000227756	607
ENST00000227758	618
ENST00000227868	448
ENST00000227880	581
ENST00000227918	75
ENST00000228027	388
ENST00000228136	183
ENST00000228251	371
ENST00000228264	970
ENST00000228280	248
ENST00000228284	962
ENST00000228289	947
ENST00000228306	317
ENST00000228307	591
ENST00000228347	1133
ENST00000228425	1011
ENST00000228434	199
ENST00000228437	801
ENST00000228438	149
ENST00000228463	371
ENST00000228468	528
ENST00000228476	347
ENST00000228495	313
ENST00000228506	264
ENST00000228510	396
ENST00000228515	543
ENST00000228534	170
ENST00000228567	523
ENST00000228606	508
ENST00000228641	242
ENST00000228644	255
ENST00000228682	1106
ENST00000228705	514
ENST00000228740	610
ENST00000228741	407
ENST00000228799	447
ENST00000228811	118
ENST00000228820	338
ENST00000228825	177
ENST00000228827	284
ENST00000228837	171
ENST00000228841	165
ENST00000228843	352
ENST00000228850	853
ENST00000228862	665
ENST00000228865	120
ENST00000228872	198
ENST00000228887	345
ENST00000228916	669
ENST00000228918	405
ENST00000228922	350
ENST00000228928	1087
ENST00000228936	239
ENST00000228938	77
ENST00000228945	200
ENST00000228955	308
ENST00000229002	205
ENST00000229003	392
ENST00000229022	427
ENST00000229030	561
ENST00000229134	150
ENST00000229135	138
ENST00000229179	925
ENST00000229195	540
ENST00000229201	1208
ENST00000229214	380
ENST00000229238	97
ENST00000229239	334
ENST00000229243	518
ENST00000229251	274
ENST00000229264	340
ENST00000229266	405
ENST00000229268	857
ENST00000229270	286
ENST00000229277	433
ENST00000229281	125
ENST00000229304	236
ENST00000229307	305
ENST00000229314	138
ENST00000229328	269
ENST00000229329	434
ENST00000229330	792
ENST00000229332	237
ENST00000229335	198
ENST00000229340	201
ENST00000229379	85
ENST00000229387	735
ENST00000229390	221
ENST00000229395	253
ENST00000229402	225
ENST00000229416	637
ENST00000229447	266
ENST00000229471	536
ENST00000229554	716
ENST00000229563	112
ENST00000229570	97
ENST00000229583	230
ENST00000229595	204
ENST00000229633	181
ENST00000229634	942
ENST00000229708	191
ENST00000229725	368
ENST00000229729	710
ENST00000229758	447
ENST00000229768	400
ENST00000229769	536
ENST00000229771	542
ENST00000229794	359
ENST00000229812	464
ENST00000229829	225
ENST00000229854	807
ENST00000229866	485
ENST00000229903	183
ENST00000229913	814
ENST00000229922	476
ENST00000229955	419
ENST00000229971	621
ENST00000230036	817
ENST00000230048	140
ENST00000230050	131
ENST00000230053	323
ENST00000230056	209
ENST00000230085	161
ENST00000230122	697
ENST00000230124	907
ENST00000230173	1184
ENST00000230221	321
ENST00000230223	321
ENST00000230236	261
ENST00000230256	457
ENST00000230301	469
ENST00000230321	246
ENST00000230323	476
ENST00000230340	437
ENST00000230354	339
ENST00000230361	199
ENST00000230381	346
ENST00000230418	1040
ENST00000230431	173
ENST00000230449	924
ENST00000230459	60
ENST00000230461	360
ENST00000230510	857
ENST00000230529	331
ENST00000230538	1796
ENST00000230565	453
ENST00000230568	142
ENST00000230582	490
ENST00000230588	681
ENST00000230640	1041
ENST00000230658	349
ENST00000230671	636
ENST00000230732	338
ENST00000230771	473
ENST00000230792	462
ENST00000230882	620
ENST00000230895	101
ENST00000230901	1235
ENST00000230990	189
ENST00000231004	249
ENST00000231009	238
ENST00000231021	736
ENST00000231061	286
ENST00000231121	215
ENST00000231130	770
ENST00000231134	765
ENST00000231136	767
ENST00000231137	767
ENST00000231173	761
ENST00000231188	853
ENST00000231198	298
ENST00000231228	306
ENST00000231229	483
ENST00000231238	292
ENST00000231338	224
ENST00000231357	519
ENST00000231368	1025
ENST00000231420	473
ENST00000231423	598
ENST00000231449	129
ENST00000231454	115
ENST00000231461	359
ENST00000231484	1160
ENST00000231498	1390
ENST00000231509	777
ENST00000231512	216
ENST00000231524	574
ENST00000231526	417
ENST00000231572	660
ENST00000231656	265
ENST00000231668	228
ENST00000231683	359
ENST00000231706	771
ENST00000231721	760
ENST00000231749	440
ENST00000231751	691
ENST00000231790	755
ENST00000231887	723
ENST00000231948	442
ENST00000232003	507
ENST00000232014	706
ENST00000232165	875
ENST00000232217	134
ENST00000232375	469
ENST00000232424	280
ENST00000232458	913
ENST00000232461	349
ENST00000232496	109
ENST00000232501	380
ENST00000232508	221
ENST00000232519	128
ENST00000232564	339
ENST00000232603	984
ENST00000232607	479
ENST00000232744	478
ENST00000232766	574
ENST00000232854	338
ENST00000232888	475
ENST00000232892	399
ENST00000232905	112
ENST00000232974	747
ENST00000232975	161
ENST00000232978	1462
ENST00000233027	841
ENST00000233047	161
ENST00000233055	410
ENST00000233057	550
ENST00000233072	1462
ENST00000233078	407
ENST00000233084	740
ENST00000233092	104
ENST00000233099	2071
ENST00000233114	333
ENST00000233121	281
ENST00000233143	43
ENST00000233146	933
ENST00000233154	379
ENST00000233156	276
ENST00000233190	704
ENST00000233202	550
ENST00000233242	4536
ENST00000233330	563
ENST00000233331	356
ENST00000233336	377
ENST00000233379	314
ENST00000233468	125
ENST00000233505	139
ENST00000233535	388
ENST00000233545	176
ENST00000233557	534
ENST00000233573	581
ENST00000233575	470
ENST00000233596	211
ENST00000233607	2303
ENST00000233615	269
ENST00000233616	837
ENST00000233623	519
ENST00000233627	175
ENST00000233630	258
ENST00000233638	284
ENST00000233668	481
ENST00000233710	400
ENST00000233712	152
ENST00000233714	398
ENST00000233735	144
ENST00000233741	374
ENST00000233809	290
ENST00000233813	252
ENST00000233826	360
ENST00000233838	757
ENST00000233840	380
ENST00000233892	225
ENST00000233893	101
ENST00000233944	489
ENST00000233948	341
ENST00000233954	538
ENST00000233957	523
ENST00000233969	812
ENST00000233997	222
ENST00000234038	359
ENST00000234040	1323
ENST00000234071	419
ENST00000234091	134
ENST00000234111	461
ENST00000234115	222
ENST00000234142	1949
ENST00000234160	451
ENST00000234170	1054
ENST00000234179	890
ENST00000234198	328
ENST00000234256	532
ENST00000234296	577
ENST00000234301	59
ENST00000234310	169
ENST00000234313	350
ENST00000234347	221
ENST00000234371	398
