oln	evolutionary_rate
ENST00000206544	0.0037
ENST00000206595	0.0198
ENST00000209668	0.0427
ENST00000209875	0.0000
ENST00000209929	0.0233
ENST00000210633	0.0131
ENST00000211122	0.0541
ENST00000211287	0.1020
ENST00000211314	0.0101
ENST00000212355	0.0223
ENST00000214869	0.0044
ENST00000215057	0.0327
ENST00000215095	0.0000
ENST00000215375	0.0238
ENST00000215565	0.0949
ENST00000215570	0.0105
ENST00000215631	0.0062
ENST00000215659	0.0082
ENST00000215727	0.0401
ENST00000215730	0.0271
ENST00000215742	0.0065
ENST00000215754	0.0000
ENST00000215790	0.0177
ENST00000215793	0.0038
ENST00000215829	0.0000
ENST00000215832	0.0000
ENST00000215855	0.0474
ENST00000215882	0.0096
ENST00000215909	0.0407
ENST00000215912	0.0380
ENST00000215980	0.0111
ENST00000216034	0.0000
ENST00000216038	0.0059
ENST00000216039	0.0000
ENST00000216044	0.0060
ENST00000216068	0.0000
ENST00000216085	0.0674
ENST00000216106	0.0133
ENST00000216122	0.0714
ENST00000216133	0.0000
ENST00000216160	0.0000
ENST00000216190	0.0000
ENST00000216223	0.0581
ENST00000216252	0.0000
ENST00000216254	0.0103
ENST00000216264	0.0168
ENST00000216268	0.0179
ENST00000216271	0.0448
ENST00000216277	0.0054
ENST00000216294	0.0163
ENST00000216330	0.0045
ENST00000216361	0.0036
ENST00000216367	0.0729
ENST00000216392	0.0118
ENST00000216410	0.0000
ENST00000216416	0.0000
ENST00000216420	0.0120
ENST00000216442	0.0000
ENST00000216446	0.0142
ENST00000216452	0.0053
ENST00000216455	0.0000
ENST00000216465	0.0370
ENST00000216479	0.0030
ENST00000216605	0.0482
ENST00000216639	0.0177
ENST00000216714	0.0189
ENST00000216774	0.0000
ENST00000216780	0.0109
ENST00000216797	0.0032
ENST00000216799	0.0096
ENST00000216807	0.0155
ENST00000216923	0.0073
ENST00000216962	0.0083
ENST00000216968	0.0630
ENST00000217086	0.0199
ENST00000217254	0.0299
ENST00000217270	0.0078
ENST00000217305	0.0474
ENST00000217320	0.0372
ENST00000217381	0.0416
ENST00000217420	0.0076
ENST00000217423	0.1418
ENST00000217446	0.0069
ENST00000217515	0.0035
ENST00000217652	0.0117
ENST00000217926	0.0914
ENST00000217939	0.0481
ENST00000217958	0.0044
ENST00000217961	0.0292
ENST00000217964	0.0088
ENST00000217971	0.0103
ENST00000217999	0.1366
ENST00000218004	0.0812
ENST00000218032	0.0337
ENST00000218075	0.0022
ENST00000218099	0.0282
ENST00000218104	0.0242
ENST00000218147	0.0134
ENST00000218176	0.0093
ENST00000218224	0.0075
ENST00000218249	0.0144
ENST00000218348	0.0114
ENST00000218364	0.0252
ENST00000218388	0.0193
ENST00000218516	0.0186
ENST00000218652	0.0298
ENST00000218758	0.0215
ENST00000219069	0.0132
ENST00000219070	0.0030
ENST00000219097	0.0357
ENST00000219139	0.0095
ENST00000219150	0.0094
ENST00000219204	0.0307
ENST00000219244	0.0879
ENST00000219252	0.0000
ENST00000219255	0.0116
ENST00000219271	0.0224
ENST00000219299	0.0663
ENST00000219313	0.0031
ENST00000219315	0.0338
ENST00000219320	0.0152
ENST00000219334	0.0096
ENST00000219345	0.0121
ENST00000219406	0.0592
ENST00000219431	0.0458
ENST00000219454	0.1409
ENST00000219478	0.0583
ENST00000219596	0.1101
ENST00000219599	0.0064
ENST00000219611	0.0276
ENST00000219660	0.0421
ENST00000219794	0.0194
ENST00000219833	0.0111
ENST00000220003	0.0022
ENST00000220062	0.0188
ENST00000220244	0.0167
ENST00000220325	0.0055
ENST00000220429	0.0000
ENST00000220478	0.0235
ENST00000220507	0.0127
ENST00000220509	0.0031
ENST00000220514	0.0524
ENST00000220531	0.0116
ENST00000220584	0.0048
ENST00000220659	0.0239
ENST00000220669	0.0224
ENST00000220751	0.0259
ENST00000220764	0.0299
ENST00000220772	0.0127
ENST00000220822	0.0084
ENST00000220849	0.0000
ENST00000220853	0.0034
ENST00000220876	0.0000
ENST00000220913	0.0229
ENST00000221114	0.0000
ENST00000221138	0.0000
ENST00000221200	0.0000
ENST00000221233	0.0213
ENST00000221327	0.0390
ENST00000221419	0.0085
ENST00000221452	0.0134
ENST00000221455	0.0030
ENST00000221466	0.0301
ENST00000221480	0.0166
ENST00000221485	0.0000
ENST00000221543	0.0139
ENST00000221566	0.0032
ENST00000221573	0.0480
ENST00000221671	0.2484
ENST00000221859	0.0000
ENST00000221891	0.0230
ENST00000221973	0.0279
ENST00000222002	0.1018
ENST00000222008	0.0216
ENST00000222120	0.0137
ENST00000222122	0.0092
ENST00000222145	0.1615
ENST00000222254	0.0138
ENST00000222256	0.0000
ENST00000222284	0.0045
ENST00000222307	0.0057
ENST00000222329	0.0074
ENST00000222330	0.0021
ENST00000222339	0.0067
ENST00000222345	0.0135
ENST00000222382	0.0339
ENST00000222399	0.0123
ENST00000222511	0.0517
ENST00000222543	0.0681
ENST00000222567	0.0207
ENST00000222572	0.0169
ENST00000222573	0.0104
ENST00000222584	0.0038
ENST00000222598	0.0104
ENST00000222644	0.0000
ENST00000222674	0.0816
ENST00000222725	0.0295
ENST00000222726	0.0074
ENST00000222803	0.0095
ENST00000222812	0.0035
ENST00000222823	0.0357
ENST00000222902	0.0924
ENST00000222969	0.0000
ENST00000223023	0.0059
ENST00000223061	0.0267
ENST00000223122	0.0248
ENST00000223129	0.0579
ENST00000223136	0.0000
ENST00000223208	0.0166
ENST00000223210	0.0387
ENST00000223215	0.0030
ENST00000223271	0.0491
ENST00000223321	0.0000
ENST00000223324	0.0479
ENST00000223336	0.0822
ENST00000223368	0.0000
ENST00000223369	0.0000
ENST00000223500	0.0000
ENST00000223528	0.0152
ENST00000223641	0.0000
ENST00000223642	0.0573
ENST00000223795	0.0299
ENST00000223864	0.0204
ENST00000224073	0.0000
ENST00000224337	0.0227
ENST00000224356	0.2581
ENST00000224784	0.0000
ENST00000224950	0.0272
ENST00000225171	0.0556
ENST00000225174	0.0290
ENST00000225387	0.0279
ENST00000225388	0.0101
ENST00000225430	0.0154
ENST00000225504	0.0000
ENST00000225525	0.0000
ENST00000225567	0.0516
ENST00000225573	0.0192
ENST00000225577	0.0656
ENST00000225614	0.1140
ENST00000225655	0.0000
ENST00000225665	0.0127
ENST00000225688	0.0000
ENST00000225726	0.0021
ENST00000225728	0.0000
ENST00000225729	0.0027
ENST00000225777	0.0312
ENST00000225792	0.0000
ENST00000225805	0.0278
ENST00000225823	0.3027
ENST00000225831	0.0303
ENST00000225941	0.0246
ENST00000225969	0.0405
ENST00000225983	0.0045
ENST00000225992	0.0211
ENST00000226004	0.0000
ENST00000226067	0.0000
ENST00000226091	0.1386
ENST00000226193	0.0250
ENST00000226225	0.0000
ENST00000226279	0.0700
ENST00000226299	0.0116
ENST00000226319	0.0036
ENST00000226413	0.0274
ENST00000226574	0.0124
ENST00000226578	0.0341
ENST00000226725	0.0051
ENST00000227251	0.0057
ENST00000227266	0.0454
ENST00000227471	0.0084
ENST00000227520	0.0500
ENST00000227618	0.0000
ENST00000227752	0.0719
ENST00000227758	0.0162
ENST00000228027	0.0233
ENST00000228136	0.0055
ENST00000228251	0.0137
ENST00000228280	0.0147
ENST00000228284	0.0135
ENST00000228318	0.0499
ENST00000228347	0.0000
ENST00000228434	0.0804
ENST00000228437	0.0025
ENST00000228438	0.1007
ENST00000228495	0.0000
ENST00000228506	0.0069
ENST00000228510	0.0379
ENST00000228534	0.0212
ENST00000228606	0.0374
ENST00000228641	0.0000
ENST00000228705	0.0120
ENST00000228741	0.0049
ENST00000228820	0.0030
ENST00000228825	0.0000
ENST00000228850	0.0575
ENST00000228872	0.0152
ENST00000228916	0.0673
ENST00000228918	0.0690
ENST00000229003	0.0325
ENST00000229135	0.0545
ENST00000229179	0.0151
ENST00000229195	0.0000
ENST00000229214	0.0131
ENST00000229239	0.0090
ENST00000229243	0.0479
ENST00000229251	0.0073
ENST00000229264	0.0000
ENST00000229268	0.0035
ENST00000229277	0.0069
ENST00000229281	0.0159
ENST00000229307	0.0557
ENST00000229328	0.0000
ENST00000229329	0.0046
ENST00000229330	0.0051
ENST00000229332	0.1055
ENST00000229379	0.0734
ENST00000229395	0.0040
ENST00000229416	0.0063
ENST00000229563	0.0268
ENST00000229570	0.0412
ENST00000229595	0.0000
ENST00000229758	0.0246
ENST00000229769	0.0522
ENST00000229810	0.1122
ENST00000229812	0.0000
ENST00000229903	0.0328
ENST00000229922	0.0231
ENST00000229955	0.0119
ENST00000229971	0.0225
ENST00000230036	0.1440
ENST00000230048	0.0929
ENST00000230050	0.0000
ENST00000230056	0.0526
ENST00000230085	0.0000
ENST00000230122	0.0172
ENST00000230124	0.0055
ENST00000230321	0.0407
ENST00000230323	0.0042
ENST00000230340	0.0229
ENST00000230361	0.0000
ENST00000230419	0.0196
ENST00000230431	0.0575
ENST00000230461	0.0111
ENST00000230538	0.0297
ENST00000230565	0.0392
ENST00000230582	0.0350
ENST00000230671	0.0094
ENST00000230771	0.0257
ENST00000230792	0.0195
ENST00000230859	0.0037
ENST00000230990	0.0337
ENST00000231009	0.0644
ENST00000231198	0.0302
ENST00000231228	0.0366
ENST00000231238	0.0240
ENST00000231449	0.0850
ENST00000231454	0.0299
ENST00000231461	0.0028
ENST00000231512	0.0379
ENST00000231524	0.0000
ENST00000231572	0.0242
ENST00000231668	0.0222
ENST00000231706	0.0117
ENST00000231749	0.0220
ENST00000231887	0.0401
ENST00000231948	0.0181
ENST00000232014	0.0156
ENST00000232165	0.0103
ENST00000232217	0.0299
ENST00000232375	0.0343
ENST00000232458	0.0385
ENST00000232496	0.0091
ENST00000232508	0.0180
ENST00000232519	0.0000
ENST00000232564	0.0000
ENST00000232607	0.0250
ENST00000232744	0.0196
ENST00000232888	0.0106
ENST00000232905	0.0000
ENST00000233084	0.0041
ENST00000233121	0.0000
ENST00000233154	0.0026
ENST00000233156	0.0658
ENST00000233242	0.0544
ENST00000233331	0.0140
ENST00000233336	0.0053
ENST00000233535	0.0103
ENST00000233545	0.1136
ENST00000233557	0.0000
ENST00000233575	0.0021
ENST00000233607	0.0339
ENST00000233668	0.0242
ENST00000233712	0.0197
ENST00000233714	0.0025
ENST00000233735	0.1265
ENST00000233813	0.0074
ENST00000233838	0.0290
ENST00000233893	0.0098
ENST00000234071	0.0434
ENST00000234091	0.0000
ENST00000234111	0.0629
ENST00000234142	0.0200
ENST00000234160	0.0177
ENST00000234179	0.0045
ENST00000234195	0.0663
ENST00000234301	0.0263
ENST00000234313	0.0114
ENST00000234420	0.0169
ENST00000234454	0.0307
ENST00000234590	0.0023
ENST00000234626	0.0314
ENST00000234701	0.0679
ENST00000234739	0.0070
ENST00000235090	0.0175
ENST00000235180	0.0102
ENST00000235345	0.0056
ENST00000235372	0.0181
ENST00000235382	0.0047
ENST00000235532	0.0167
ENST00000235628	0.0109
ENST00000235835	0.0455
ENST00000235932	0.0148
ENST00000236137	0.0121
ENST00000236147	0.0480
ENST00000236192	0.0000
ENST00000236671	0.0485
ENST00000236826	0.5335
ENST00000236925	0.0047
ENST00000236957	0.0044
ENST00000237281	0.0148
ENST00000237289	0.0177
ENST00000237316	0.0056
ENST00000237455	0.0117
ENST00000237500	0.0000
ENST00000237612	0.0321
ENST00000237654	0.0053
ENST00000237837	0.0359
ENST00000237858	0.0189
ENST00000237889	0.0408
ENST00000237937	0.0000
ENST00000238018	0.0374
ENST00000238044	0.0135
ENST00000238081	0.0082
ENST00000238379	0.0398
ENST00000238497	0.0045
ENST00000238558	0.0039
ENST00000238616	0.0051
ENST00000238647	0.0050
ENST00000238651	0.0788
ENST00000238682	0.0024
ENST00000238721	0.0392
ENST00000238823	0.0039
ENST00000238831	0.0041
ENST00000238855	0.0289
ENST00000238892	0.0000
ENST00000239174	0.0199
ENST00000239223	0.0082
ENST00000239243	0.0075
ENST00000239440	0.0292
ENST00000239461	0.0000
ENST00000239882	0.0032
ENST00000239891	0.0216
ENST00000239906	0.0128
ENST00000239926	0.0241
ENST00000239938	0.0092
ENST00000239944	0.0000
ENST00000240050	0.0312
ENST00000240055	0.0000
ENST00000240093	0.0060
ENST00000240100	0.0076
ENST00000240123	0.0447
ENST00000240185	0.0048
ENST00000240285	0.0000
ENST00000240304	0.0000
ENST00000240316	0.0400
ENST00000240364	0.0177
ENST00000240488	0.0146
ENST00000240587	0.0056
ENST00000240617	0.0651
ENST00000240662	0.0024
ENST00000240851	0.0025
ENST00000240922	0.0119
ENST00000241124	0.0295
ENST00000241261	0.0498
ENST00000241305	0.0238
ENST00000241416	0.0000
ENST00000241502	0.0189
ENST00000242108	0.0176
ENST00000242152	0.0206
ENST00000242210	0.0060
ENST00000242249	0.0405
ENST00000242275	0.0034
ENST00000242480	0.0063
ENST00000242505	0.0566
ENST00000242577	0.0000
ENST00000242591	0.0179
ENST00000242592	0.0097
ENST00000242719	0.0000
ENST00000242729	0.0082
ENST00000242776	0.0000
ENST00000242784	0.0114
ENST00000242786	0.0725
ENST00000242810	0.0000
ENST00000243052	0.0205
ENST00000243213	0.0789
ENST00000243298	0.0050
ENST00000243346	0.0586
ENST00000243347	0.0289
ENST00000243349	0.0081
ENST00000243389	0.0147
ENST00000243440	0.0236
ENST00000243457	0.0000
ENST00000243501	0.0159
ENST00000243563	0.0035
ENST00000243578	0.0114
ENST00000243643	0.0649
ENST00000243662	0.0047
ENST00000243673	0.0118
ENST00000243706	0.0299
ENST00000243776	0.0116
ENST00000243786	0.0546
ENST00000243903	0.0148
ENST00000243918	0.0000
ENST00000243924	0.0598
ENST00000243938	0.0433
ENST00000243997	0.0392
ENST00000244007	0.0039
ENST00000244040	0.0052
ENST00000244050	0.0189
ENST00000244051	0.0543
ENST00000244217	0.0455
ENST00000244221	0.0000
ENST00000244227	0.0000
ENST00000244519	0.0567
ENST00000244576	0.0453
ENST00000244669	0.0179
ENST00000244711	0.0054
ENST00000244741	0.0305
ENST00000244745	0.0000
ENST00000244763	0.0035
ENST00000244769	0.0075
ENST00000245222	0.0322
ENST00000245304	0.0055
ENST00000245414	0.0092
ENST00000245451	0.0049
ENST00000245457	0.0223
ENST00000245479	0.0039
ENST00000245539	0.0579
ENST00000245543	0.0253
ENST00000245838	0.0000
ENST00000245932	0.0211
ENST00000245983	0.1083
ENST00000246006	0.0507
ENST00000246024	0.0287
ENST00000246069	0.0000
ENST00000246071	0.0089
ENST00000246115	0.0182
ENST00000246151	0.0000
ENST00000246174	0.0466
ENST00000246194	0.0196
ENST00000246229	0.0040
ENST00000246529	0.0127
ENST00000246551	0.0326
ENST00000246554	0.0698
ENST00000246657	0.0026
ENST00000246802	0.0335
ENST00000246912	0.0134
ENST00000246914	0.0429
ENST00000246949	0.0532
ENST00000247005	0.0541
ENST00000247161	0.0187
ENST00000247178	0.0061
ENST00000247182	0.0070
ENST00000247270	0.0502
ENST00000247271	0.0182
ENST00000247452	0.0995
ENST00000247470	0.0821
ENST00000247584	0.0245
ENST00000247655	0.0952
ENST00000247668	0.0160
ENST00000247706	0.0091
ENST00000247883	0.0702
ENST00000247930	0.0108
ENST00000247956	0.0222
ENST00000247977	0.0031
ENST00000248089	0.0435
ENST00000248098	0.0632
ENST00000248150	0.0000
ENST00000248244	0.0717
ENST00000248306	0.1028
ENST00000248342	0.0000
ENST00000248378	0.0000
ENST00000248437	0.0000
ENST00000248450	0.0023
ENST00000248553	0.0000
ENST00000248598	0.0091
ENST00000248668	0.0230
ENST00000248901	0.0129
ENST00000248923	0.0492
ENST00000248924	0.0334
ENST00000248958	0.0181
ENST00000248975	0.0000
ENST00000249016	0.0308
ENST00000249042	0.0202
ENST00000249066	0.3102
ENST00000249071	0.0000
ENST00000249079	0.0415
ENST00000249284	0.1031
ENST00000249299	0.0000
ENST00000249356	0.0360
ENST00000249363	0.0015
ENST00000249373	0.0140
ENST00000249440	0.0093
ENST00000249442	0.0038
ENST00000249636	0.0000
ENST00000249647	0.0237
ENST00000249700	0.0085
ENST00000249749	0.0088
ENST00000249806	0.0176
ENST00000249822	0.0089
ENST00000249883	0.0154
ENST00000249923	0.0011
ENST00000250092	0.0367
ENST00000250101	0.0081
ENST00000250113	0.0015
ENST00000250340	0.0155
ENST00000250378	0.0243
ENST00000250457	0.0042
ENST00000250495	0.0000
ENST00000250498	0.0000
ENST00000250535	0.0100
ENST00000250559	0.0000
ENST00000250823	0.2160
ENST00000251038	0.0041
ENST00000251047	0.0333
ENST00000251074	0.0000
ENST00000251250	0.0197
ENST00000251269	0.0602
ENST00000251343	0.0339
ENST00000251413	0.0000
ENST00000251453	0.0000
ENST00000251547	0.0000
ENST00000251595	0.0352
ENST00000251607	0.0276
ENST00000251642	0.0413
ENST00000251654	0.0093
ENST00000251810	0.0171
ENST00000251864	0.0370
ENST00000251871	0.0077
ENST00000251900	0.0216
ENST00000251968	0.0601
ENST00000252015	0.0027
ENST00000252032	0.0183
ENST00000252087	0.0169
ENST00000252102	0.0202
ENST00000252137	0.0063
ENST00000252244	0.0174
ENST00000252329	0.0082
ENST00000252445	0.0000
ENST00000252483	0.0316
ENST00000252487	0.0083
ENST00000252506	0.0126
ENST00000252593	0.2034
ENST00000252699	0.0000
ENST00000252723	0.0938
ENST00000252797	0.0590
ENST00000252840	0.1294
ENST00000252934	0.0147
ENST00000252939	0.0184
ENST00000252979	0.0213
ENST00000252992	0.0197
ENST00000253003	0.0025
ENST00000253023	0.0000
ENST00000253039	0.0021
ENST00000253047	0.0160
ENST00000253048	0.0153
ENST00000253063	0.0104
ENST00000253108	0.0000
ENST00000253188	0.1310
ENST00000253193	0.0169
ENST00000253329	0.0122
ENST00000253381	0.1138
ENST00000253382	0.0126
ENST00000253392	0.0755
ENST00000253407	0.0078
ENST00000253410	0.0505
ENST00000253457	0.0000
ENST00000253458	0.0167
ENST00000253577	0.0080
ENST00000253686	0.0347
ENST00000253693	0.0095
ENST00000253727	0.0109
ENST00000253754	0.0212
ENST00000253778	0.0117
ENST00000253788	0.0000
ENST00000253794	0.0000
ENST00000253814	0.0000
ENST00000253815	0.0000
ENST00000253928	0.0531
ENST00000254029	0.0197
ENST00000254035	0.0072
ENST00000254037	0.0185
ENST00000254079	0.0098
ENST00000254101	0.0037
ENST00000254166	0.0496
ENST00000254190	0.0088
ENST00000254193	0.0000
ENST00000254235	0.0326
ENST00000254250	0.0000
ENST00000254301	0.0565
ENST00000254323	0.0557
ENST00000254436	0.0716
ENST00000254488	0.0190
ENST00000254508	0.0382
ENST00000254528	0.0627
ENST00000254605	0.0614
ENST00000254616	0.0294
ENST00000254630	0.1001
ENST00000254654	0.0128
ENST00000254657	0.0567
ENST00000254765	0.0103
ENST00000254770	0.0133
ENST00000254806	0.0077
ENST00000254816	0.0282
ENST00000254846	0.0167
ENST00000254878	0.0515
ENST00000254940	0.0722
ENST00000254950	0.0023
ENST00000254963	0.0117
ENST00000254976	0.0437
ENST00000254998	0.0000
ENST00000255006	0.0101
ENST00000255030	0.0893
ENST00000255039	0.0206
ENST00000255082	0.0470
ENST00000255152	0.0388
ENST00000255174	0.0171
ENST00000255175	0.0148
ENST00000255192	0.0220
ENST00000255224	0.0118
ENST00000255266	0.0116
ENST00000255380	0.0153
ENST00000255409	0.0313
ENST00000255476	0.0184
ENST00000255499	0.0234
ENST00000255631	0.1198
ENST00000255674	0.0350
ENST00000255681	0.0277
ENST00000255764	0.0074
ENST00000255784	0.0131
ENST00000255945	0.1216
ENST00000256001	0.0000
ENST00000256015	0.0000
ENST00000256062	0.0142
ENST00000256078	0.0000
ENST00000256079	0.0029
ENST00000256103	0.0152
ENST00000256104	0.0227
ENST00000256194	0.0178
ENST00000256196	0.0000
ENST00000256255	0.0236
ENST00000256257	0.0129
ENST00000256261	0.0047
ENST00000256319	0.0000
ENST00000256324	0.0584
ENST00000256362	0.0313
ENST00000256383	0.0000
ENST00000256398	0.0037
ENST00000256429	0.0073
ENST00000256442	0.0139
ENST00000256447	0.0576
ENST00000256458	0.0544
ENST00000256460	0.0108
ENST00000256495	0.0073
ENST00000256496	0.0000
ENST00000256497	0.0152
ENST00000256545	0.0041
ENST00000256594	0.0222
ENST00000256637	0.0110
ENST00000256644	0.0592
ENST00000256646	0.0093
ENST00000256649	0.0345
ENST00000256689	0.0316
ENST00000256737	0.0020
ENST00000256759	0.0029
ENST00000256953	0.0000
ENST00000256996	0.0141
ENST00000256999	0.0254
ENST00000257017	0.0084
ENST00000257118	0.0163
ENST00000257189	0.0400
ENST00000257209	0.0139
ENST00000257215	0.0829
ENST00000257245	0.0000
ENST00000257264	0.1293
ENST00000257287	0.0649
ENST00000257359	0.0172
ENST00000257497	0.0087
ENST00000257548	0.0039
ENST00000257549	0.0213
ENST00000257566	0.0067
ENST00000257604	0.0430
ENST00000257627	0.0000
ENST00000257637	0.0000
ENST00000257663	0.0150
ENST00000257694	0.0332
ENST00000257696	0.0317
ENST00000257700	0.0101
ENST00000257749	0.0024
ENST00000257765	0.0183
ENST00000257770	0.0139
ENST00000257776	0.0146
ENST00000257787	0.0000
ENST00000257857	0.0000
ENST00000257861	0.0452
ENST00000257863	0.0262
ENST00000257867	0.1022
ENST00000257895	0.0157
ENST00000257904	0.0033
ENST00000257905	0.0234
ENST00000257909	0.0541
ENST00000257915	0.0020
ENST00000257963	0.0040
ENST00000258034	0.0267
ENST00000258042	0.0359
ENST00000258052	0.0402
ENST00000258080	0.0087
ENST00000258083	0.0000
ENST00000258091	0.0018
ENST00000258106	0.0034
ENST00000258145	0.0091
ENST00000258149	0.0061
ENST00000258169	0.0125
ENST00000258180	0.0195
ENST00000258200	0.0481
ENST00000258201	0.0378
ENST00000258243	0.0558
ENST00000258281	0.0017
ENST00000258301	0.0196
ENST00000258302	0.2030
ENST00000258317	0.0219
ENST00000258341	0.0118
ENST00000258349	0.0088
ENST00000258383	0.0301
ENST00000258403	0.0524
ENST00000258405	0.0252
ENST00000258412	0.0096
ENST00000258415	0.0264
ENST00000258416	0.0340
ENST00000258418	0.0029
ENST00000258424	0.1240
ENST00000258439	0.0000
ENST00000258455	0.0960
ENST00000258457	0.0086
ENST00000258494	0.0152
ENST00000258526	0.0102
ENST00000258534	0.0168
ENST00000258538	0.0052
ENST00000258613	0.0376
ENST00000258646	0.0056
ENST00000258648	0.0037
ENST00000258704	0.2013
ENST00000258739	0.0000
ENST00000258742	0.0307
ENST00000258743	0.0330
ENST00000258761	0.0000
ENST00000258774	0.0071
ENST00000258807	0.0274
ENST00000258874	0.0345
ENST00000258930	0.0000
ENST00000258962	0.0000
ENST00000258969	0.0167
ENST00000258975	0.0606
ENST00000259006	0.0000
ENST00000259037	0.0847
ENST00000259053	0.0431
ENST00000259075	0.0282
ENST00000259154	0.0049
ENST00000259199	0.0278
ENST00000259216	0.1031
ENST00000259239	0.0069
ENST00000259241	0.0025
ENST00000259271	0.0120
ENST00000259324	0.0000
ENST00000259365	0.0056
ENST00000259400	0.0033
ENST00000259457	0.0108
ENST00000259467	0.0199
ENST00000259486	0.0087
ENST00000259512	0.0040
ENST00000259526	0.0112
ENST00000259605	0.0000
ENST00000259607	0.0611
ENST00000259631	0.0357
ENST00000259667	0.0429
ENST00000259748	0.0081
ENST00000259750	0.0257
ENST00000259808	0.0581
ENST00000259818	0.0000
ENST00000259845	0.0588
ENST00000259939	0.0165
ENST00000259963	0.0363
ENST00000260010	0.0408
ENST00000260049	0.1047
ENST00000260056	0.0000
ENST00000260061	0.0272
ENST00000260113	0.0039
ENST00000260118	0.0440
ENST00000260130	0.0168
ENST00000260187	0.0331
ENST00000260227	0.0262
ENST00000260247	0.0000
ENST00000260276	0.0400
ENST00000260324	0.0311
ENST00000260327	0.0021
ENST00000260356	0.0077
ENST00000260372	0.0298
ENST00000260382	0.0044
ENST00000260385	0.0255
ENST00000260402	0.0356
ENST00000260404	0.0147
ENST00000260433	0.0239
ENST00000260443	0.0000
ENST00000260447	0.0357
ENST00000260453	0.0222
ENST00000260598	0.0302
ENST00000260643	0.0144
ENST00000260648	0.0096
ENST00000260662	0.0870
ENST00000260665	0.1157
ENST00000260682	0.0612
ENST00000260743	0.0093
ENST00000260762	0.0100
ENST00000260803	0.0129
ENST00000260810	0.0210
ENST00000260818	0.0045
ENST00000260950	0.0027
ENST00000260956	0.0026
ENST00000260970	0.0106
ENST00000260988	0.0343
ENST00000261007	0.0333
ENST00000261018	0.0019
ENST00000261024	0.0070
ENST00000261070	0.0159
ENST00000261167	0.0047
ENST00000261168	0.0252
ENST00000261173	0.0000
ENST00000261182	0.0026
ENST00000261183	0.0022
ENST00000261192	0.0311
ENST00000261196	0.0698
ENST00000261201	0.0207
ENST00000261205	0.0000
ENST00000261207	0.0068
